district_id,source_province,source_district,source_name,normalized_name,match_method,confidence
TR-4948093e48,ADANA,ALADAĞ(KARSANTI),ADANA / ALADAĞ(KARSANTI),ADANA|ALADAG(KARSANTI),exact,1.0
TR-a45aec271b,ADANA,CEYHAN,ADANA / CEYHAN,ADANA|CEYHAN,exact,1.0
TR-679bca6028,ADANA,FEKE,ADANA / FEKE,ADANA|FEKE,exact,1.0
TR-668da2467f,ADANA,KARATAŞ,ADANA / KARATAŞ,ADANA|KARATAS,exact,1.0
TR-2367189f65,ADANA,KARAİSALI,ADANA / KARAİSALI,ADANA|KARAISALI,exact,1.0
TR-e45aa71f09,ADANA,KOZAN,ADANA / KOZAN,ADANA|KOZAN,exact,1.0
TR-848e2534ad,ADANA,POZANTI,ADANA / POZANTI,ADANA|POZANTI,exact,1.0
TR-0846081c38,ADANA,SARIÇAM,ADANA / SARIÇAM,ADANA|SARICAM,exact,1.0
TR-ee8ab05a8a,ADANA,SAİMBEYLİ,ADANA / SAİMBEYLİ,ADANA|SAIMBEYLI,exact,1.0
TR-494f5524ea,ADANA,SEYHAN,ADANA / SEYHAN,ADANA|SEYHAN,exact,1.0
TR-cb21a11f1e,ADANA,TUFANBEYLİ,ADANA / TUFANBEYLİ,ADANA|TUFANBEYLI,exact,1.0
TR-f94fdb03d6,ADANA,YUMURTALIK,ADANA / YUMURTALIK,ADANA|YUMURTALIK,exact,1.0
TR-c45fe58b1b,ADANA,YÜREĞİR,ADANA / YÜREĞİR,ADANA|YUREGIR,exact,1.0
TR-4790f44701,ADANA,ÇUKUROVA,ADANA / ÇUKUROVA,ADANA|CUKUROVA,exact,1.0
TR-5dee4381a9,ADANA,İMAMOĞLU,ADANA / İMAMOĞLU,ADANA|IMAMOGLU,exact,1.0
TR-5a7e9768da,ADIYAMAN,ADIYAMAN,ADIYAMAN / ADIYAMAN,ADIYAMAN|ADIYAMAN,exact,1.0
TR-74523917f0,ADIYAMAN,BESNİ,ADIYAMAN / BESNİ,ADIYAMAN|BESNI,exact,1.0
TR-d6d6cf5d06,ADIYAMAN,GERGER,ADIYAMAN / GERGER,ADIYAMAN|GERGER,exact,1.0
TR-67cf07fdc5,ADIYAMAN,GÖLBAŞI,ADIYAMAN / GÖLBAŞI,ADIYAMAN|GOLBASI,exact,1.0
TR-feeb3f26fc,ADIYAMAN,KAHTA,ADIYAMAN / KAHTA,ADIYAMAN|KAHTA,exact,1.0
TR-1b1e5b718b,ADIYAMAN,SAMSAT,ADIYAMAN / SAMSAT,ADIYAMAN|SAMSAT,exact,1.0
TR-50e0041070,ADIYAMAN,SİNCİK,ADIYAMAN / SİNCİK,ADIYAMAN|SINCIK,exact,1.0
TR-9356d84718,ADIYAMAN,TUT,ADIYAMAN / TUT,ADIYAMAN|TUT,exact,1.0
TR-686a46d004,ADIYAMAN,ÇELİKHAN,ADIYAMAN / ÇELİKHAN,ADIYAMAN|CELIKHAN,exact,1.0
TR-b5c0ee926c,AFYONKARAHİSAR,AFYON,AFYONKARAHİSAR / AFYON,AFYONKARAHISAR|AFYON,exact,1.0
TR-80fded3577,AFYONKARAHİSAR,BAYAT,AFYONKARAHİSAR / BAYAT,AFYONKARAHISAR|BAYAT,exact,1.0
TR-fa5bfdc185,AFYONKARAHİSAR,BAŞMAKÇI,AFYONKARAHİSAR / BAŞMAKÇI,AFYONKARAHISAR|BASMAKCI,exact,1.0
TR-c6bc10ba4d,AFYONKARAHİSAR,BOLVADİN,AFYONKARAHİSAR / BOLVADİN,AFYONKARAHISAR|BOLVADIN,exact,1.0
TR-f57aab8a72,AFYONKARAHİSAR,DAZKIRI,AFYONKARAHİSAR / DAZKIRI,AFYONKARAHISAR|DAZKIRI,exact,1.0
TR-4d5aff5b7c,AFYONKARAHİSAR,DİNAR,AFYONKARAHİSAR / DİNAR,AFYONKARAHISAR|DINAR,exact,1.0
TR-c2785fb5ac,AFYONKARAHİSAR,EMİRDAĞ,AFYONKARAHİSAR / EMİRDAĞ,AFYONKARAHISAR|EMIRDAG,exact,1.0
TR-1203bc61e4,AFYONKARAHİSAR,EVCİLER,AFYONKARAHİSAR / EVCİLER,AFYONKARAHISAR|EVCILER,exact,1.0
TR-12562bc4bc,AFYONKARAHİSAR,HOCALAR,AFYONKARAHİSAR / HOCALAR,AFYONKARAHISAR|HOCALAR,exact,1.0
TR-8295518cdc,AFYONKARAHİSAR,KIZILÖREN,AFYONKARAHİSAR / KIZILÖREN,AFYONKARAHISAR|KIZILOREN,exact,1.0
TR-d08a0f1953,AFYONKARAHİSAR,SANDIKLI,AFYONKARAHİSAR / SANDIKLI,AFYONKARAHISAR|SANDIKLI,exact,1.0
TR-ccd3dab284,AFYONKARAHİSAR,SULTANDAĞI,AFYONKARAHİSAR / SULTANDAĞI,AFYONKARAHISAR|SULTANDAGI,exact,1.0
TR-69a9402e4d,AFYONKARAHİSAR,SİNCANLI(SİNANPAŞA),AFYONKARAHİSAR / SİNCANLI(SİNANPAŞA),AFYONKARAHISAR|SINCANLI(SINANPASA),exact,1.0
TR-6ddff9f783,AFYONKARAHİSAR,ÇAY,AFYONKARAHİSAR / ÇAY,AFYONKARAHISAR|CAY,exact,1.0
TR-be39ec0254,AFYONKARAHİSAR,ÇOBANLAR,AFYONKARAHİSAR / ÇOBANLAR,AFYONKARAHISAR|COBANLAR,exact,1.0
TR-9021aee901,AFYONKARAHİSAR,İHSANİYE,AFYONKARAHİSAR / İHSANİYE,AFYONKARAHISAR|IHSANIYE,exact,1.0
TR-68aeeda422,AFYONKARAHİSAR,İSCEHİSAR,AFYONKARAHİSAR / İSCEHİSAR,AFYONKARAHISAR|ISCEHISAR,exact,1.0
TR-cafb020eb6,AFYONKARAHİSAR,ŞUHUT,AFYONKARAHİSAR / ŞUHUT,AFYONKARAHISAR|SUHUT,exact,1.0
TR-6f16a11fc2,AKSARAY,AKSARAY,AKSARAY / AKSARAY,AKSARAY|AKSARAY,exact,1.0
TR-c8784fd0d8,AKSARAY,AĞAÇÖREN,AKSARAY / AĞAÇÖREN,AKSARAY|AGACOREN,exact,1.0
TR-fc242b3d1e,AKSARAY,ESKİL,AKSARAY / ESKİL,AKSARAY|ESKIL,exact,1.0
TR-c4396dc867,AKSARAY,GÜLAĞAÇ,AKSARAY / GÜLAĞAÇ,AKSARAY|GULAGAC,exact,1.0
TR-544acc3c9a,AKSARAY,GÜZELYURT,AKSARAY / GÜZELYURT,AKSARAY|GUZELYURT,exact,1.0
TR-9ad3d1a559,AKSARAY,ORTAKÖY,AKSARAY / ORTAKÖY,AKSARAY|ORTAKOY,exact,1.0
TR-6648ff8a5b,AKSARAY,SARIYAHŞİ,AKSARAY / SARIYAHŞİ,AKSARAY|SARIYAHSI,exact,1.0
TR-da5269233e,AMASYA,AMASYA,AMASYA / AMASYA,AMASYA|AMASYA,exact,1.0
TR-0a72f01dbf,AMASYA,GÖYNÜCEK,AMASYA / GÖYNÜCEK,AMASYA|GOYNUCEK,exact,1.0
TR-43eb7eaade,AMASYA,GÜMÜŞHACIKÖY,AMASYA / GÜMÜŞHACIKÖY,AMASYA|GUMUSHACIKOY,exact,1.0
TR-f129ff52e3,AMASYA,HAMAMÖZÜ,AMASYA / HAMAMÖZÜ,AMASYA|HAMAMOZU,exact,1.0
TR-21329d25aa,AMASYA,MERZİFON,AMASYA / MERZİFON,AMASYA|MERZIFON,exact,1.0
TR-883bbdaf4e,AMASYA,SULUOVA,AMASYA / SULUOVA,AMASYA|SULUOVA,exact,1.0
TR-480f786894,AMASYA,TAŞOVA,AMASYA / TAŞOVA,AMASYA|TASOVA,exact,1.0
TR-9eb5e8efed,ANKARA,AKYURT,ANKARA / AKYURT,ANKARA|AKYURT,exact,1.0
TR-837842e348,ANKARA,ALTINDAĞ,ANKARA / ALTINDAĞ,ANKARA|ALTINDAG,exact,1.0
TR-cb507da01a,ANKARA,AYAŞ,ANKARA / AYAŞ,ANKARA|AYAS,exact,1.0
TR-d597002898,ANKARA,BALA,ANKARA / BALA,ANKARA|BALA,exact,1.0
TR-29b80d0f90,ANKARA,BEYPAZARI,ANKARA / BEYPAZARI,ANKARA|BEYPAZARI,exact,1.0
TR-09a5f9ff30,ANKARA,ELMADAĞ,ANKARA / ELMADAĞ,ANKARA|ELMADAG,exact,1.0
TR-9e551fa50a,ANKARA,ETİMESGUT,ANKARA / ETİMESGUT,ANKARA|ETIMESGUT,exact,1.0
TR-f39a65249d,ANKARA,EVREN,ANKARA / EVREN,ANKARA|EVREN,exact,1.0
TR-dbfb281000,ANKARA,GÖLBAŞI,ANKARA / GÖLBAŞI,ANKARA|GOLBASI,exact,1.0
TR-f97e5e1ba9,ANKARA,GÜDÜL,ANKARA / GÜDÜL,ANKARA|GUDUL,exact,1.0
TR-d3306ce52b,ANKARA,HAYMANA,ANKARA / HAYMANA,ANKARA|HAYMANA,exact,1.0
TR-eac996c856,ANKARA,KALECİK,ANKARA / KALECİK,ANKARA|KALECIK,exact,1.0
TR-9762ca9c14,ANKARA,KAZAN,ANKARA / KAZAN,ANKARA|KAZAN,exact,1.0
TR-48070a05e4,ANKARA,KEÇİÖREN,ANKARA / KEÇİÖREN,ANKARA|KECIOREN,exact,1.0
TR-636df42fd4,ANKARA,KIZILCAHAMAM,ANKARA / KIZILCAHAMAM,ANKARA|KIZILCAHAMAM,exact,1.0
TR-a333afd6a9,ANKARA,MAMAK,ANKARA / MAMAK,ANKARA|MAMAK,exact,1.0
TR-6c1a2652ae,ANKARA,NALLIHAN,ANKARA / NALLIHAN,ANKARA|NALLIHAN,exact,1.0
TR-43624fd43a,ANKARA,POLATLI,ANKARA / POLATLI,ANKARA|POLATLI,exact,1.0
TR-8d313ed00f,ANKARA,PURSAKLAR,ANKARA / PURSAKLAR,ANKARA|PURSAKLAR,exact,1.0
TR-a892ec7545,ANKARA,SİNCAN,ANKARA / SİNCAN,ANKARA|SINCAN,exact,1.0
TR-7e371242a1,ANKARA,YENİMAHALLE,ANKARA / YENİMAHALLE,ANKARA|YENIMAHALLE,exact,1.0
TR-3de3c0f731,ANKARA,ÇAMLIDERE,ANKARA / ÇAMLIDERE,ANKARA|CAMLIDERE,exact,1.0
TR-65fa7e7b7c,ANKARA,ÇANKAYA,ANKARA / ÇANKAYA,ANKARA|CANKAYA,exact,1.0
TR-37c51146c8,ANKARA,ÇUBUK,ANKARA / ÇUBUK,ANKARA|CUBUK,exact,1.0
TR-fe542d4a1c,ANKARA,ŞEREFLİKOÇHİSAR,ANKARA / ŞEREFLİKOÇHİSAR,ANKARA|SEREFLIKOCHISAR,exact,1.0
TR-34b8c10cb6,ANTALYA,AKSEKİ,ANTALYA / AKSEKİ,ANTALYA|AKSEKI,exact,1.0
TR-0c77eda402,ANTALYA,AKSU,ANTALYA / AKSU,ANTALYA|AKSU,exact,1.0
TR-25d23dcca7,ANTALYA,ALANYA,ANTALYA / ALANYA,ANTALYA|ALANYA,exact,1.0
TR-20db5bcd81,ANTALYA,DEMRE(KALE),ANTALYA / DEMRE(KALE),ANTALYA|DEMRE(KALE),exact,1.0
TR-933bc96bc9,ANTALYA,DÖŞEMEALTI,ANTALYA / DÖŞEMEALTI,ANTALYA|DOSEMEALTI,exact,1.0
TR-b1c32fc23a,ANTALYA,ELMALI,ANTALYA / ELMALI,ANTALYA|ELMALI,exact,1.0
TR-bc7040eccd,ANTALYA,FİNİKE,ANTALYA / FİNİKE,ANTALYA|FINIKE,exact,1.0
TR-f3a85a9488,ANTALYA,GAZİPAŞA,ANTALYA / GAZİPAŞA,ANTALYA|GAZIPASA,exact,1.0
TR-fd4e4eaf23,ANTALYA,GÜNDOĞMUŞ,ANTALYA / GÜNDOĞMUŞ,ANTALYA|GUNDOGMUS,exact,1.0
TR-4140f93f00,ANTALYA,KAŞ,ANTALYA / KAŞ,ANTALYA|KAS,exact,1.0
TR-66db1e5f01,ANTALYA,KEMER,ANTALYA / KEMER,ANTALYA|KEMER,exact,1.0
TR-3655e680c7,ANTALYA,KEPEZ,ANTALYA / KEPEZ,ANTALYA|KEPEZ,exact,1.0
TR-788281d12b,ANTALYA,KONYAALTI,ANTALYA / KONYAALTI,ANTALYA|KONYAALTI,exact,1.0
TR-54b55552bc,ANTALYA,KORKUTELİ,ANTALYA / KORKUTELİ,ANTALYA|KORKUTELI,exact,1.0
TR-6e8a40f963,ANTALYA,KUMLUCA,ANTALYA / KUMLUCA,ANTALYA|KUMLUCA,exact,1.0
TR-a20ec407d6,ANTALYA,MANAVGAT,ANTALYA / MANAVGAT,ANTALYA|MANAVGAT,exact,1.0
TR-65d3833967,ANTALYA,MURATPAŞA,ANTALYA / MURATPAŞA,ANTALYA|MURATPASA,exact,1.0
TR-6d65c2eaf4,ANTALYA,SERİK,ANTALYA / SERİK,ANTALYA|SERIK,exact,1.0
TR-956f3ac4d6,ANTALYA,İBRADI(AYDINKENT),ANTALYA / İBRADI(AYDINKENT),ANTALYA|IBRADI(AYDINKENT),exact,1.0
TR-6140611774,ARDAHAN,ARDAHAN,ARDAHAN / ARDAHAN,ARDAHAN|ARDAHAN,exact,1.0
TR-e42aaa033b,ARDAHAN,DAMAL,ARDAHAN / DAMAL,ARDAHAN|DAMAL,exact,1.0
TR-ef94a72b8a,ARDAHAN,GÖLE,ARDAHAN / GÖLE,ARDAHAN|GOLE,exact,1.0
TR-e66d074b62,ARDAHAN,HANAK,ARDAHAN / HANAK,ARDAHAN|HANAK,exact,1.0
TR-0345472e11,ARDAHAN,POSOF,ARDAHAN / POSOF,ARDAHAN|POSOF,exact,1.0
TR-a1690a9ef5,ARDAHAN,ÇILDIR,ARDAHAN / ÇILDIR,ARDAHAN|CILDIR,exact,1.0
TR-d8d3b20251,ARTVİN,ARDANUÇ,ARTVİN / ARDANUÇ,ARTVIN|ARDANUC,exact,1.0
TR-cf04381337,ARTVİN,ARHAVİ,ARTVİN / ARHAVİ,ARTVIN|ARHAVI,exact,1.0
TR-8f246e11e8,ARTVİN,ARTVİN,ARTVİN / ARTVİN,ARTVIN|ARTVIN,exact,1.0
TR-bbc6e73035,ARTVİN,BORÇKA,ARTVİN / BORÇKA,ARTVIN|BORCKA,exact,1.0
TR-53ea76b46b,ARTVİN,HOPA,ARTVİN / HOPA,ARTVIN|HOPA,exact,1.0
TR-855394d448,ARTVİN,MURGUL(GÖKTAŞ),ARTVİN / MURGUL(GÖKTAŞ),ARTVIN|MURGUL(GOKTAS),exact,1.0
TR-700bdc6471,ARTVİN,YUSUFELİ,ARTVİN / YUSUFELİ,ARTVIN|YUSUFELI,exact,1.0
TR-fdf38b2df1,ARTVİN,ŞAVŞAT,ARTVİN / ŞAVŞAT,ARTVIN|SAVSAT,exact,1.0
TR-d1ee55fafc,AYDIN,AYDIN,AYDIN / AYDIN,AYDIN|AYDIN,exact,1.0
TR-981ebcc274,AYDIN,BOZDOĞAN,AYDIN / BOZDOĞAN,AYDIN|BOZDOGAN,exact,1.0
TR-779cc8d94a,AYDIN,BUHARKENT(ÇUBUKDAĞI),AYDIN / BUHARKENT(ÇUBUKDAĞI),AYDIN|BUHARKENT(CUBUKDAGI),exact,1.0
TR-fd0d16c383,AYDIN,DİDİM(YENİHİSAR),AYDIN / DİDİM(YENİHİSAR),AYDIN|DIDIM(YENIHISAR),exact,1.0
TR-0b816c93d1,AYDIN,GERMENCİK,AYDIN / GERMENCİK,AYDIN|GERMENCIK,exact,1.0
TR-af4e3cea19,AYDIN,KARACASU,AYDIN / KARACASU,AYDIN|KARACASU,exact,1.0
TR-a7de999225,AYDIN,KARPUZLU,AYDIN / KARPUZLU,AYDIN|KARPUZLU,exact,1.0
TR-66a3b66593,AYDIN,KOÇARLI,AYDIN / KOÇARLI,AYDIN|KOCARLI,exact,1.0
TR-cc63d7af6d,AYDIN,KUYUCAK,AYDIN / KUYUCAK,AYDIN|KUYUCAK,exact,1.0
TR-c9aed2bbf9,AYDIN,KUŞADASI,AYDIN / KUŞADASI,AYDIN|KUSADASI,exact,1.0
TR-ab77ba5d2c,AYDIN,KÖŞK,AYDIN / KÖŞK,AYDIN|KOSK,exact,1.0
TR-2d40920fde,AYDIN,NAZİLLİ,AYDIN / NAZİLLİ,AYDIN|NAZILLI,exact,1.0
TR-aa4ff8cb7a,AYDIN,SULTANHİSAR,AYDIN / SULTANHİSAR,AYDIN|SULTANHISAR,exact,1.0
TR-364cf23dcb,AYDIN,SÖKE,AYDIN / SÖKE,AYDIN|SOKE,exact,1.0
TR-6dc06a060d,AYDIN,YENİPAZAR,AYDIN / YENİPAZAR,AYDIN|YENIPAZAR,exact,1.0
TR-3cc49fd026,AYDIN,ÇİNE,AYDIN / ÇİNE,AYDIN|CINE,exact,1.0
TR-21da047c35,AYDIN,İNCİRLİOVA,AYDIN / İNCİRLİOVA,AYDIN|INCIRLIOVA,exact,1.0
TR-57b015e800,AĞRI,AĞRI,AĞRI / AĞRI,AGRI|AGRI,exact,1.0
TR-f76ea89095,AĞRI,DOĞUBAYAZIT(DOĞUBEYAZIT),AĞRI / DOĞUBAYAZIT(DOĞUBEYAZIT),AGRI|DOGUBAYAZIT(DOGUBEYAZIT),exact,1.0
TR-2e2c93ce11,AĞRI,DİYADİN,AĞRI / DİYADİN,AGRI|DIYADIN,exact,1.0
TR-21e9de7516,AĞRI,ELEŞKİRT,AĞRI / ELEŞKİRT,AGRI|ELESKIRT,exact,1.0
TR-62a5d417b3,AĞRI,HAMUR,AĞRI / HAMUR,AGRI|HAMUR,exact,1.0
TR-2c73e77fa9,AĞRI,PATNOS,AĞRI / PATNOS,AGRI|PATNOS,exact,1.0
TR-a2a9ab5cfc,AĞRI,TAŞLIÇAY,AĞRI / TAŞLIÇAY,AGRI|TASLICAY,exact,1.0
TR-cfdca8b439,AĞRI,TUTAK,AĞRI / TUTAK,AGRI|TUTAK,exact,1.0
TR-edb628286d,BALIKESİR,AYVALIK,BALIKESİR / AYVALIK,BALIKESIR|AYVALIK,exact,1.0
TR-5f4861830a,BALIKESİR,BALIKESİR,BALIKESİR / BALIKESİR,BALIKESIR|BALIKESIR,exact,1.0
TR-b30574bc0c,BALIKESİR,BALYA,BALIKESİR / BALYA,BALIKESIR|BALYA,exact,1.0
TR-b719597914,BALIKESİR,BANDIRMA,BALIKESİR / BANDIRMA,BALIKESIR|BANDIRMA,exact,1.0
TR-2152ef3e09,BALIKESİR,BURHANİYE,BALIKESİR / BURHANİYE,BALIKESIR|BURHANIYE,exact,1.0
TR-13ee7e7270,BALIKESİR,BİGADİÇ,BALIKESİR / BİGADİÇ,BALIKESIR|BIGADIC,exact,1.0
TR-a508f416b5,BALIKESİR,DURSUNBEY,BALIKESİR / DURSUNBEY,BALIKESIR|DURSUNBEY,exact,1.0
TR-04d4a59945,BALIKESİR,EDREMİT,BALIKESİR / EDREMİT,BALIKESIR|EDREMIT,exact,1.0
TR-a4f4e4de1b,BALIKESİR,ERDEK,BALIKESİR / ERDEK,BALIKESIR|ERDEK,exact,1.0
TR-74a04f76b1,BALIKESİR,GÖMEÇ,BALIKESİR / GÖMEÇ,BALIKESIR|GOMEC,exact,1.0
TR-2a0f878f44,BALIKESİR,GÖNEN,BALIKESİR / GÖNEN,BALIKESIR|GONEN,exact,1.0
TR-2c29babe4e,BALIKESİR,HAVRAN,BALIKESİR / HAVRAN,BALIKESIR|HAVRAN,exact,1.0
TR-507acf7610,BALIKESİR,KEPSUT,BALIKESİR / KEPSUT,BALIKESIR|KEPSUT,exact,1.0
TR-f3efcaa2f7,BALIKESİR,MANYAS,BALIKESİR / MANYAS,BALIKESIR|MANYAS,exact,1.0
TR-9837e25458,BALIKESİR,MARMARA,BALIKESİR / MARMARA,BALIKESIR|MARMARA,exact,1.0
TR-c8c7c368e8,BALIKESİR,SAVAŞTEPE,BALIKESİR / SAVAŞTEPE,BALIKESIR|SAVASTEPE,exact,1.0
TR-3f3295dfa6,BALIKESİR,SINDIRGI,BALIKESİR / SINDIRGI,BALIKESIR|SINDIRGI,exact,1.0
TR-3690263eb5,BALIKESİR,SUSURLUK,BALIKESİR / SUSURLUK,BALIKESIR|SUSURLUK,exact,1.0
TR-2223cfbf65,BALIKESİR,İVRİNDİ,BALIKESİR / İVRİNDİ,BALIKESIR|IVRINDI,exact,1.0
TR-1fc79128bc,BARTIN,AMASRA,BARTIN / AMASRA,BARTIN|AMASRA,exact,1.0
TR-12cc75ff3c,BARTIN,BARTIN,BARTIN / BARTIN,BARTIN|BARTIN,exact,1.0
TR-4c49fc92f6,BARTIN,KURUCAŞİLE,BARTIN / KURUCAŞİLE,BARTIN|KURUCASILE,exact,1.0
TR-5168fe5c21,BARTIN,ULUS,BARTIN / ULUS,BARTIN|ULUS,exact,1.0
TR-aee2183018,BATMAN,BATMAN,BATMAN / BATMAN,BATMAN|BATMAN,exact,1.0
TR-50320045d1,BATMAN,BEŞİRİ,BATMAN / BEŞİRİ,BATMAN|BESIRI,exact,1.0
TR-1fb43b55fa,BATMAN,GERCÜŞ,BATMAN / GERCÜŞ,BATMAN|GERCUS,exact,1.0
TR-8c8be118ce,BATMAN,HASANKEYF,BATMAN / HASANKEYF,BATMAN|HASANKEYF,exact,1.0
TR-c612d5e162,BATMAN,KOZLUK,BATMAN / KOZLUK,BATMAN|KOZLUK,exact,1.0
TR-70b06bfa00,BATMAN,SASON,BATMAN / SASON,BATMAN|SASON,exact,1.0
TR-1e2c06f544,BAYBURT,AYDINTEPE,BAYBURT / AYDINTEPE,BAYBURT|AYDINTEPE,exact,1.0
TR-0ebb3fc53e,BAYBURT,BAYBURT,BAYBURT / BAYBURT,BAYBURT|BAYBURT,exact,1.0
TR-af89eef320,BAYBURT,DEMİRÖZÜ,BAYBURT / DEMİRÖZÜ,BAYBURT|DEMIROZU,exact,1.0
TR-fc4d9fe2c8,BOLU,BOLU,BOLU / BOLU,BOLU|BOLU,exact,1.0
TR-bc436d2f94,BOLU,DÖRTDİVAN,BOLU / DÖRTDİVAN,BOLU|DORTDIVAN,exact,1.0
TR-b67faefe60,BOLU,GEREDE,BOLU / GEREDE,BOLU|GEREDE,exact,1.0
TR-9199b46b2a,BOLU,GÖYNÜK,BOLU / GÖYNÜK,BOLU|GOYNUK,exact,1.0
TR-9270c63855,BOLU,KIBRISCIK,BOLU / KIBRISCIK,BOLU|KIBRISCIK,exact,1.0
TR-90205d5e89,BOLU,MENGEN,BOLU / MENGEN,BOLU|MENGEN,exact,1.0
TR-5859502872,BOLU,MUDURNU,BOLU / MUDURNU,BOLU|MUDURNU,exact,1.0
TR-6846f4941b,BOLU,SEBEN,BOLU / SEBEN,BOLU|SEBEN,exact,1.0
TR-a61e7ecac6,BOLU,YENİÇAĞA,BOLU / YENİÇAĞA,BOLU|YENICAGA,exact,1.0
TR-c94869edc4,BURDUR,ALTINYAYLA(DİRMİL),BURDUR / ALTINYAYLA(DİRMİL),BURDUR|ALTINYAYLA(DIRMIL),exact,1.0
TR-2640450832,BURDUR,AĞLASUN,BURDUR / AĞLASUN,BURDUR|AGLASUN,exact,1.0
TR-177dbae0a5,BURDUR,BUCAK,BURDUR / BUCAK,BURDUR|BUCAK,exact,1.0
TR-fbc6fda77b,BURDUR,BURDUR,BURDUR / BURDUR,BURDUR|BURDUR,exact,1.0
TR-d74ffdd0b4,BURDUR,GÖLHİSAR,BURDUR / GÖLHİSAR,BURDUR|GOLHISAR,exact,1.0
TR-a2767e387a,BURDUR,KARAMANLI,BURDUR / KARAMANLI,BURDUR|KARAMANLI,exact,1.0
TR-9dc95d786d,BURDUR,KEMER,BURDUR / KEMER,BURDUR|KEMER,exact,1.0
TR-62473ccd23,BURDUR,TEFENNİ,BURDUR / TEFENNİ,BURDUR|TEFENNI,exact,1.0
