district_id,source_province,source_district,source_name,normalized_name,match_method,confidence
TR-66c21944ef,BURDUR,YEŞİLOVA,BURDUR / YEŞİLOVA,BURDUR|YESILOVA,exact,1.0
TR-b058e6dd1b,BURDUR,ÇAVDIR,BURDUR / ÇAVDIR,BURDUR|CAVDIR,exact,1.0
TR-c4659ed840,BURDUR,ÇELTİKÇİ,BURDUR / ÇELTİKÇİ,BURDUR|CELTIKCI,exact,1.0
TR-b82eebdfb2,BURSA,BÜYÜKORHAN,BURSA / BÜYÜKORHAN,BURSA|BUYUKORHAN,exact,1.0
TR-f6198bee96,BURSA,GEMLİK,BURSA / GEMLİK,BURSA|GEMLIK,exact,1.0
TR-609b78c608,BURSA,GÜRSU,BURSA / GÜRSU,BURSA|GURSU,exact,1.0
TR-ea099c03c8,BURSA,HARMANCIK,BURSA / HARMANCIK,BURSA|HARMANCIK,exact,1.0
TR-51e97dc6ef,BURSA,KARACABEY,BURSA / KARACABEY,BURSA|KARACABEY,exact,1.0
TR-602dd9d1b0,BURSA,KELES,BURSA / KELES,BURSA|KELES,exact,1.0
TR-328404c9b5,BURSA,KESTEL,BURSA / KESTEL,BURSA|KESTEL,exact,1.0
TR-4f8332d3be,BURSA,MUDANYA,BURSA / MUDANYA,BURSA|MUDANYA,exact,1.0
TR-11cbe0ba6c,BURSA,MUSTAFAKEMALPAŞA,BURSA / MUSTAFAKEMALPAŞA,BURSA|MUSTAFAKEMALPASA,exact,1.0
TR-2e660defe6,BURSA,NİLÜFER,BURSA / NİLÜFER,BURSA|NILUFER,exact,1.0
TR-7f81f247fd,BURSA,ORHANELİ,BURSA / ORHANELİ,BURSA|ORHANELI,exact,1.0
TR-c03cc5d5ec,BURSA,ORHANGAZİ,BURSA / ORHANGAZİ,BURSA|ORHANGAZI,exact,1.0
TR-1f28844e45,BURSA,OSMANGAZİ,BURSA / OSMANGAZİ,BURSA|OSMANGAZI,exact,1.0
TR-ddb26fc640,BURSA,YENİŞEHİR,BURSA / YENİŞEHİR,BURSA|YENISEHIR,exact,1.0
TR-610eb36d3b,BURSA,YILDIRIM,BURSA / YILDIRIM,BURSA|YILDIRIM,exact,1.0
TR-1c907bd7fc,BURSA,İNEGÖL,BURSA / İNEGÖL,BURSA|INEGOL,exact,1.0
TR-2c5e3b6200,BURSA,İZNİK,BURSA / İZNİK,BURSA|IZNIK,exact,1.0
TR-d5194f1919,BİLECİK,BOZÜYÜK,BİLECİK / BOZÜYÜK,BILECIK|BOZUYUK,exact,1.0
TR-63f80548a7,BİLECİK,BİLECİK,BİLECİK / BİLECİK,BILECIK|BILECIK,exact,1.0
TR-56562be0e9,BİLECİK,GÖLPAZARI,BİLECİK / GÖLPAZARI,BILECIK|GOLPAZARI,exact,1.0
TR-9fd0b0ae36,BİLECİK,OSMANELİ,BİLECİK / OSMANELİ,BILECIK|OSMANELI,exact,1.0
TR-d668b2f9ac,BİLECİK,PAZARYERİ,BİLECİK / PAZARYERİ,BILECIK|PAZARYERI,exact,1.0
TR-285c784d0d,BİLECİK,SÖĞÜT,BİLECİK / SÖĞÜT,BILECIK|SOGUT,exact,1.0
TR-8fffa1ce68,BİLECİK,YENİPAZAR,BİLECİK / YENİPAZAR,BILECIK|YENIPAZAR,exact,1.0
TR-b44abef5fb,BİLECİK,İNHİSAR,BİLECİK / İNHİSAR,BILECIK|INHISAR,exact,1.0
TR-9395a3232d,BİNGÖL,ADAKLI,BİNGÖL / ADAKLI,BINGOL|ADAKLI,exact,1.0
TR-c6496a9a02,BİNGÖL,BİNGÖL,BİNGÖL / BİNGÖL,BINGOL|BINGOL,exact,1.0
TR-12c9916e24,BİNGÖL,GENÇ,BİNGÖL / GENÇ,BINGOL|GENC,exact,1.0
TR-22ed38bbe4,BİNGÖL,KARLIOVA,BİNGÖL / KARLIOVA,BINGOL|KARLIOVA,exact,1.0
TR-e6aedd715b,BİNGÖL,KİĞI,BİNGÖL / KİĞI,BINGOL|KIGI,exact,1.0
TR-15edbad92f,BİNGÖL,SOLHAN,BİNGÖL / SOLHAN,BINGOL|SOLHAN,exact,1.0
TR-3774f29896,BİNGÖL,YAYLADERE,BİNGÖL / YAYLADERE,BINGOL|YAYLADERE,exact,1.0
TR-cd0fa61c04,BİNGÖL,YEDİSU,BİNGÖL / YEDİSU,BINGOL|YEDISU,exact,1.0
TR-915e5ca20d,BİTLİS,ADİLCEVAZ,BİTLİS / ADİLCEVAZ,BITLIS|ADILCEVAZ,exact,1.0
TR-3c079d15ec,BİTLİS,AHLAT,BİTLİS / AHLAT,BITLIS|AHLAT,exact,1.0
TR-ea7f455365,BİTLİS,BİTLİS,BİTLİS / BİTLİS,BITLIS|BITLIS,exact,1.0
TR-0ac0c895ac,BİTLİS,GÜROYMAK,BİTLİS / GÜROYMAK,BITLIS|GUROYMAK,exact,1.0
TR-2046e2f60e,BİTLİS,HİZAN,BİTLİS / HİZAN,BITLIS|HIZAN,exact,1.0
TR-00aa22f562,BİTLİS,MUTKİ,BİTLİS / MUTKİ,BITLIS|MUTKI,exact,1.0
TR-15002e2337,BİTLİS,TATVAN,BİTLİS / TATVAN,BITLIS|TATVAN,exact,1.0
TR-25df38cf67,DENİZLİ,ACIPAYAM,DENİZLİ / ACIPAYAM,DENIZLI|ACIPAYAM,exact,1.0
TR-0219d49fcc,DENİZLİ,AKKÖY,DENİZLİ / AKKÖY,DENIZLI|AKKOY,exact,1.0
TR-da07303f04,DENİZLİ,BABADAĞ,DENİZLİ / BABADAĞ,DENIZLI|BABADAG,exact,1.0
TR-681f61fabf,DENİZLİ,BAKLAN,DENİZLİ / BAKLAN,DENIZLI|BAKLAN,exact,1.0
TR-e42b0de19a,DENİZLİ,BEKİLLİ,DENİZLİ / BEKİLLİ,DENIZLI|BEKILLI,exact,1.0
TR-82a68f3305,DENİZLİ,BEYAĞAÇ,DENİZLİ / BEYAĞAÇ,DENIZLI|BEYAGAC,exact,1.0
TR-27860155e9,DENİZLİ,BOZKURT,DENİZLİ / BOZKURT,DENIZLI|BOZKURT,exact,1.0
TR-0c57b6ee7a,DENİZLİ,BULDAN,DENİZLİ / BULDAN,DENIZLI|BULDAN,exact,1.0
TR-e0dc60033a,DENİZLİ,DENİZLİ,DENİZLİ / DENİZLİ,DENIZLI|DENIZLI,exact,1.0
TR-110c2886d1,DENİZLİ,GÜNEY,DENİZLİ / GÜNEY,DENIZLI|GUNEY,exact,1.0
TR-a7d8e9fd75,DENİZLİ,HONAZ,DENİZLİ / HONAZ,DENIZLI|HONAZ,exact,1.0
TR-1dd8ab19f1,DENİZLİ,KALE,DENİZLİ / KALE,DENIZLI|KALE,exact,1.0
TR-bf3de08f03,DENİZLİ,SARAYKÖY,DENİZLİ / SARAYKÖY,DENIZLI|SARAYKOY,exact,1.0
TR-56d311b974,DENİZLİ,SERİNHİSAR,DENİZLİ / SERİNHİSAR,DENIZLI|SERINHISAR,exact,1.0
TR-6ec07ef977,DENİZLİ,TAVAS,DENİZLİ / TAVAS,DENIZLI|TAVAS,exact,1.0
TR-908df637dc,DENİZLİ,ÇAL,DENİZLİ / ÇAL,DENIZLI|CAL,exact,1.0
TR-d3518c92cf,DENİZLİ,ÇAMELİ,DENİZLİ / ÇAMELİ,DENIZLI|CAMELI,exact,1.0
TR-6ef81881f5,DENİZLİ,ÇARDAK,DENİZLİ / ÇARDAK,DENIZLI|CARDAK,exact,1.0
TR-de93ee7bc4,DENİZLİ,ÇİVRİL,DENİZLİ / ÇİVRİL,DENIZLI|CIVRIL,exact,1.0
TR-8e33caf2ec,DÜZCE,AKÇAKOCA,DÜZCE / AKÇAKOCA,DUZCE|AKCAKOCA,exact,1.0
TR-9ccefcf532,DÜZCE,CUMAYERİ,DÜZCE / CUMAYERİ,DUZCE|CUMAYERI,exact,1.0
TR-80429a4d5d,DÜZCE,DÜZCE,DÜZCE / DÜZCE,DUZCE|DUZCE,exact,1.0
TR-268117df1e,DÜZCE,GÖLYAKA,DÜZCE / GÖLYAKA,DUZCE|GOLYAKA,exact,1.0
TR-8a02ad464e,DÜZCE,GÜMÜŞOVA,DÜZCE / GÜMÜŞOVA,DUZCE|GUMUSOVA,exact,1.0
TR-49d02d5cef,DÜZCE,KAYNAŞLI,DÜZCE / KAYNAŞLI,DUZCE|KAYNASLI,exact,1.0
TR-72e240ad4e,DÜZCE,YIĞILCA,DÜZCE / YIĞILCA,DUZCE|YIGILCA,exact,1.0
TR-529aba8bf7,DÜZCE,ÇİLİMLİ,DÜZCE / ÇİLİMLİ,DUZCE|CILIMLI,exact,1.0
TR-caded8142f,DİYARBAKIR,BAĞLAR,DİYARBAKIR / BAĞLAR,DIYARBAKIR|BAGLAR,exact,1.0
TR-896e04c44a,DİYARBAKIR,BİSMİL,DİYARBAKIR / BİSMİL,DIYARBAKIR|BISMIL,exact,1.0
TR-ae950fef4a,DİYARBAKIR,DİCLE,DİYARBAKIR / DİCLE,DIYARBAKIR|DICLE,exact,1.0
TR-77133d2816,DİYARBAKIR,ERGANİ,DİYARBAKIR / ERGANİ,DIYARBAKIR|ERGANI,exact,1.0
TR-48e6acbddf,DİYARBAKIR,EĞİL,DİYARBAKIR / EĞİL,DIYARBAKIR|EGIL,exact,1.0
TR-f0b52426c3,DİYARBAKIR,HANİ,DİYARBAKIR / HANİ,DIYARBAKIR|HANI,exact,1.0
TR-f205bc014d,DİYARBAKIR,HAZRO,DİYARBAKIR / HAZRO,DIYARBAKIR|HAZRO,exact,1.0
TR-f060bda084,DİYARBAKIR,KAYAPINAR,DİYARBAKIR / KAYAPINAR,DIYARBAKIR|KAYAPINAR,exact,1.0
TR-d372898250,DİYARBAKIR,KOCAKÖY,DİYARBAKIR / KOCAKÖY,DIYARBAKIR|KOCAKOY,exact,1.0
TR-e6ea47f71a,DİYARBAKIR,KULP,DİYARBAKIR / KULP,DIYARBAKIR|KULP,exact,1.0
TR-d601831a97,DİYARBAKIR,LİCE,DİYARBAKIR / LİCE,DIYARBAKIR|LICE,exact,1.0
TR-96abfee3b2,DİYARBAKIR,SUR,DİYARBAKIR / SUR,DIYARBAKIR|SUR,exact,1.0
TR-efe2229e99,DİYARBAKIR,SİLVAN,DİYARBAKIR / SİLVAN,DIYARBAKIR|SILVAN,exact,1.0
TR-f7971bdf6e,DİYARBAKIR,YENİŞEHİR,DİYARBAKIR / YENİŞEHİR,DIYARBAKIR|YENISEHIR,exact,1.0
TR-6bdbe6f75a,DİYARBAKIR,ÇERMİK,DİYARBAKIR / ÇERMİK,DIYARBAKIR|CERMIK,exact,1.0
TR-bacce89e62,DİYARBAKIR,ÇINAR,DİYARBAKIR / ÇINAR,DIYARBAKIR|CINAR,exact,1.0
TR-3f58d794ac,DİYARBAKIR,ÇÜNGÜŞ,DİYARBAKIR / ÇÜNGÜŞ,DIYARBAKIR|CUNGUS,exact,1.0
TR-0ce9a5e54b,EDİRNE,EDİRNE,EDİRNE / EDİRNE,EDIRNE|EDIRNE,exact,1.0
TR-61f3e12e02,EDİRNE,ENEZ,EDİRNE / ENEZ,EDIRNE|ENEZ,exact,1.0
TR-78eafc512a,EDİRNE,HAVSA,EDİRNE / HAVSA,EDIRNE|HAVSA,exact,1.0
TR-1a9cec3161,EDİRNE,KEŞAN,EDİRNE / KEŞAN,EDIRNE|KESAN,exact,1.0
TR-c454275634,EDİRNE,LALAPAŞA,EDİRNE / LALAPAŞA,EDIRNE|LALAPASA,exact,1.0
TR-eb184129c5,EDİRNE,MERİÇ,EDİRNE / MERİÇ,EDIRNE|MERIC,exact,1.0
TR-3f9516e97f,EDİRNE,SÜLOĞLU(SÜLEOĞLU),EDİRNE / SÜLOĞLU(SÜLEOĞLU),EDIRNE|SULOGLU(SULEOGLU),exact,1.0
TR-358ae93ebc,EDİRNE,UZUNKÖPRÜ,EDİRNE / UZUNKÖPRÜ,EDIRNE|UZUNKOPRU,exact,1.0
TR-bd47818690,EDİRNE,İPSALA,EDİRNE / İPSALA,EDIRNE|IPSALA,exact,1.0
TR-f38da8d579,ELAZIĞ,ALACAKAYA,ELAZIĞ / ALACAKAYA,ELAZIG|ALACAKAYA,exact,1.0
TR-3489c65bb5,ELAZIĞ,ARICAK,ELAZIĞ / ARICAK,ELAZIG|ARICAK,exact,1.0
TR-625465f466,ELAZIĞ,AĞIN,ELAZIĞ / AĞIN,ELAZIG|AGIN,exact,1.0
TR-7716d4bc4f,ELAZIĞ,BASKİL,ELAZIĞ / BASKİL,ELAZIG|BASKIL,exact,1.0
TR-4252858443,ELAZIĞ,ELAZIĞ,ELAZIĞ / ELAZIĞ,ELAZIG|ELAZIG,exact,1.0
TR-da91be5181,ELAZIĞ,KARAKOÇAN,ELAZIĞ / KARAKOÇAN,ELAZIG|KARAKOCAN,exact,1.0
TR-8d4ac5c703,ELAZIĞ,KEBAN,ELAZIĞ / KEBAN,ELAZIG|KEBAN,exact,1.0
TR-3224b8ddc3,ELAZIĞ,KOVANCILAR,ELAZIĞ / KOVANCILAR,ELAZIG|KOVANCILAR,exact,1.0
TR-83a3895164,ELAZIĞ,MADEN,ELAZIĞ / MADEN,ELAZIG|MADEN,exact,1.0
TR-db313f8c9d,ELAZIĞ,PALU,ELAZIĞ / PALU,ELAZIG|PALU,exact,1.0
TR-41f5e051e9,ELAZIĞ,SİVRİCE,ELAZIĞ / SİVRİCE,ELAZIG|SIVRICE,exact,1.0
TR-287bafe1ca,ERZURUM,AZİZİYE(ILICA),ERZURUM / AZİZİYE(ILICA),ERZURUM|AZIZIYE(ILICA),exact,1.0
TR-20610c0e3a,ERZURUM,AŞKALE,ERZURUM / AŞKALE,ERZURUM|ASKALE,exact,1.0
TR-5908f3143f,ERZURUM,HINIS,ERZURUM / HINIS,ERZURUM|HINIS,exact,1.0
TR-322cc94ef1,ERZURUM,HORASAN,ERZURUM / HORASAN,ERZURUM|HORASAN,exact,1.0
TR-83811c8279,ERZURUM,KARAYAZI,ERZURUM / KARAYAZI,ERZURUM|KARAYAZI,exact,1.0
TR-fae237ff7c,ERZURUM,KARAÇOBAN,ERZURUM / KARAÇOBAN,ERZURUM|KARACOBAN,exact,1.0
TR-cfeb06a8e6,ERZURUM,KÖPRÜKÖY,ERZURUM / KÖPRÜKÖY,ERZURUM|KOPRUKOY,exact,1.0
TR-8c454cd8cb,ERZURUM,NARMAN,ERZURUM / NARMAN,ERZURUM|NARMAN,exact,1.0
TR-a8ecabe671,ERZURUM,OLTU,ERZURUM / OLTU,ERZURUM|OLTU,exact,1.0
TR-fc488ddaab,ERZURUM,OLUR,ERZURUM / OLUR,ERZURUM|OLUR,exact,1.0
TR-d501e81358,ERZURUM,PALANDÖKEN,ERZURUM / PALANDÖKEN,ERZURUM|PALANDOKEN,exact,1.0
TR-0e6cfaddc2,ERZURUM,PASİNLER,ERZURUM / PASİNLER,ERZURUM|PASINLER,exact,1.0
TR-27d23bf9df,ERZURUM,PAZARYOLU,ERZURUM / PAZARYOLU,ERZURUM|PAZARYOLU,exact,1.0
TR-3054383835,ERZURUM,TEKMAN,ERZURUM / TEKMAN,ERZURUM|TEKMAN,exact,1.0
TR-14e5a878df,ERZURUM,TORTUM,ERZURUM / TORTUM,ERZURUM|TORTUM,exact,1.0
TR-3d9ba1adba,ERZURUM,UZUNDERE,ERZURUM / UZUNDERE,ERZURUM|UZUNDERE,exact,1.0
TR-c89cc69d33,ERZURUM,YAKUTİYE,ERZURUM / YAKUTİYE,ERZURUM|YAKUTIYE,exact,1.0
TR-fe4520de46,ERZURUM,ÇAT,ERZURUM / ÇAT,ERZURUM|CAT,exact,1.0
TR-348b09edc8,ERZURUM,İSPİR,ERZURUM / İSPİR,ERZURUM|ISPIR,exact,1.0
TR-7ad696cb99,ERZURUM,ŞENKAYA,ERZURUM / ŞENKAYA,ERZURUM|SENKAYA,exact,1.0
TR-4a51e92d2d,ERZİNCAN,ERZİNCAN,ERZİNCAN / ERZİNCAN,ERZINCAN|ERZINCAN,exact,1.0
TR-f7c53186ed,ERZİNCAN,ILIÇ(İLİÇ),ERZİNCAN / ILIÇ(İLİÇ),ERZINCAN|ILIC(ILIC),exact,1.0
TR-575586c6a9,ERZİNCAN,KEMAH,ERZİNCAN / KEMAH,ERZINCAN|KEMAH,exact,1.0
TR-4b01a097ea,ERZİNCAN,KEMALİYE,ERZİNCAN / KEMALİYE,ERZINCAN|KEMALIYE,exact,1.0
TR-00ed1a524d,ERZİNCAN,OTLUKBELİ,ERZİNCAN / OTLUKBELİ,ERZINCAN|OTLUKBELI,exact,1.0
TR-cef886c37a,ERZİNCAN,REFAHİYE,ERZİNCAN / REFAHİYE,ERZINCAN|REFAHIYE,exact,1.0
TR-1dfb0e2c39,ERZİNCAN,TERCAN,ERZİNCAN / TERCAN,ERZINCAN|TERCAN,exact,1.0
TR-87d86c28e5,ERZİNCAN,ÇAYIRLI,ERZİNCAN / ÇAYIRLI,ERZINCAN|CAYIRLI,exact,1.0
TR-c0fd99066b,ERZİNCAN,ÜZÜMLÜ,ERZİNCAN / ÜZÜMLÜ,ERZINCAN|UZUMLU,exact,1.0
TR-542f455af2,ESKİŞEHİR,ALPU,ESKİŞEHİR / ALPU,ESKISEHIR|ALPU,exact,1.0
TR-90b0abd386,ESKİŞEHİR,BEYLİKOVA,ESKİŞEHİR / BEYLİKOVA,ESKISEHIR|BEYLIKOVA,exact,1.0
TR-5c0ebd6a42,ESKİŞEHİR,GÜNYÜZÜ,ESKİŞEHİR / GÜNYÜZÜ,ESKISEHIR|GUNYUZU,exact,1.0
TR-1bb18ad4e2,ESKİŞEHİR,HAN,ESKİŞEHİR / HAN,ESKISEHIR|HAN,exact,1.0
TR-8da91c6e7e,ESKİŞEHİR,MAHMUDİYE,ESKİŞEHİR / MAHMUDİYE,ESKISEHIR|MAHMUDIYE,exact,1.0
TR-05c52ba081,ESKİŞEHİR,MİHALGAZİ,ESKİŞEHİR / MİHALGAZİ,ESKISEHIR|MIHALGAZI,exact,1.0
TR-7bc1fdec0d,ESKİŞEHİR,MİHALIÇÇIK,ESKİŞEHİR / MİHALIÇÇIK,ESKISEHIR|MIHALICCIK,exact,1.0
TR-8299560daa,ESKİŞEHİR,ODUNPAZARI,ESKİŞEHİR / ODUNPAZARI,ESKISEHIR|ODUNPAZARI,exact,1.0
TR-08e1fc1655,ESKİŞEHİR,SARICAKAYA,ESKİŞEHİR / SARICAKAYA,ESKISEHIR|SARICAKAYA,exact,1.0
TR-76d269e4cc,ESKİŞEHİR,SEYİTGAZİ,ESKİŞEHİR / SEYİTGAZİ,ESKISEHIR|SEYITGAZI,exact,1.0
TR-3c148619d5,ESKİŞEHİR,SİVRİHİSAR,ESKİŞEHİR / SİVRİHİSAR,ESKISEHIR|SIVRIHISAR,exact,1.0
TR-657ae6a220,ESKİŞEHİR,TEPEBAŞI,ESKİŞEHİR / TEPEBAŞI,ESKISEHIR|TEPEBASI,exact,1.0
TR-1c8e38ee82,ESKİŞEHİR,ÇİFTELER,ESKİŞEHİR / ÇİFTELER,ESKISEHIR|CIFTELER,exact,1.0
TR-2bdadccaab,ESKİŞEHİR,İNÖNÜ,ESKİŞEHİR / İNÖNÜ,ESKISEHIR|INONU,exact,1.0
TR-8273cfb383,GAZİANTEP,ARABAN,GAZİANTEP / ARABAN,GAZIANTEP|ARABAN,exact,1.0
TR-0257d507d5,GAZİANTEP,KARKAMIŞ,GAZİANTEP / KARKAMIŞ,GAZIANTEP|KARKAMIS,exact,1.0
TR-a9e3567a2b,GAZİANTEP,NURDAĞI,GAZİANTEP / NURDAĞI,GAZIANTEP|NURDAGI,exact,1.0
TR-0abc3cedc9,GAZİANTEP,NİZİP,GAZİANTEP / NİZİP,GAZIANTEP|NIZIP,exact,1.0
TR-6c3f755ce2,GAZİANTEP,OĞUZELİ,GAZİANTEP / OĞUZELİ,GAZIANTEP|OGUZELI,exact,1.0
TR-5afecd9d07,GAZİANTEP,YAVUZELİ,GAZİANTEP / YAVUZELİ,GAZIANTEP|YAVUZELI,exact,1.0
TR-b4ce7e9736,GAZİANTEP,İSLAHİYE,GAZİANTEP / İSLAHİYE,GAZIANTEP|ISLAHIYE,exact,1.0
TR-cee84e0ebf,GAZİANTEP,ŞAHİNBEY,GAZİANTEP / ŞAHİNBEY,GAZIANTEP|SAHINBEY,exact,1.0
TR-ed1cdd7128,GAZİANTEP,ŞEHİTKAMİL,GAZİANTEP / ŞEHİTKAMİL,GAZIANTEP|SEHITKAMIL,exact,1.0
TR-6c1f87d240,GÜMÜŞHANE,GÜMÜŞHANE,GÜMÜŞHANE / GÜMÜŞHANE,GUMUSHANE|GUMUSHANE,exact,1.0
TR-9b4ccfb744,GÜMÜŞHANE,KELKİT,GÜMÜŞHANE / KELKİT,GUMUSHANE|KELKIT,exact,1.0
TR-40e95a47e3,GÜMÜŞHANE,KÖSE,GÜMÜŞHANE / KÖSE,GUMUSHANE|KOSE,exact,1.0
TR-76ee26a566,GÜMÜŞHANE,KÜRTÜN,GÜMÜŞHANE / KÜRTÜN,GUMUSHANE|KURTUN,exact,1.0
TR-5e600a2524,GÜMÜŞHANE,TORUL,GÜMÜŞHANE / TORUL,GUMUSHANE|TORUL,exact,1.0
TR-5571da1c6d,GÜMÜŞHANE,ŞİRAN,GÜMÜŞHANE / ŞİRAN,GUMUSHANE|SIRAN,exact,1.0
TR-5aebe70bb0,GİRESUN,ALUCRA,GİRESUN / ALUCRA,GIRESUN|ALUCRA,exact,1.0
TR-319f868bc3,GİRESUN,BULANCAK,GİRESUN / BULANCAK,GIRESUN|BULANCAK,exact,1.0
TR-77c87a8cc5,GİRESUN,DERELİ,GİRESUN / DERELİ,GIRESUN|DERELI,exact,1.0
TR-6224631142,GİRESUN,DOĞANKENT,GİRESUN / DOĞANKENT,GIRESUN|DOGANKENT,exact,1.0
TR-9a4236a367,GİRESUN,ESPİYE,GİRESUN / ESPİYE,GIRESUN|ESPIYE,exact,1.0
TR-6cf532233e,GİRESUN,EYNESİL,GİRESUN / EYNESİL,GIRESUN|EYNESIL,exact,1.0
TR-4753f39afb,GİRESUN,GÖRELE,GİRESUN / GÖRELE,GIRESUN|GORELE,exact,1.0
TR-5163a5d4a6,GİRESUN,GÜCE,GİRESUN / GÜCE,GIRESUN|GUCE,exact,1.0
TR-6d6eec7aeb,GİRESUN,GİRESUN,GİRESUN / GİRESUN,GIRESUN|GIRESUN,exact,1.0
TR-b7614f4c5b,GİRESUN,KEŞAP,GİRESUN / KEŞAP,GIRESUN|KESAP,exact,1.0
TR-0d2af3b14a,GİRESUN,PİRAZİZ,GİRESUN / PİRAZİZ,GIRESUN|PIRAZIZ,exact,1.0
TR-055c0de75f,GİRESUN,TİREBOLU,GİRESUN / TİREBOLU,GIRESUN|TIREBOLU,exact,1.0
TR-94a943807f,GİRESUN,YAĞLIDERE,GİRESUN / YAĞLIDERE,GIRESUN|YAGLIDERE,exact,1.0
TR-348bf62d6b,GİRESUN,ÇAMOLUK,GİRESUN / ÇAMOLUK,GIRESUN|CAMOLUK,exact,1.0
TR-dec4608cd9,GİRESUN,ÇANAKÇI,GİRESUN / ÇANAKÇI,GIRESUN|CANAKCI,exact,1.0
TR-59d17e4c81,GİRESUN,ŞEBİNKARAHİSAR,GİRESUN / ŞEBİNKARAHİSAR,GIRESUN|SEBINKARAHISAR,exact,1.0
TR-cee5e5c2a0,HAKKARİ,HAKKARİ,HAKKARİ / HAKKARİ,HAKKARI|HAKKARI,exact,1.0
TR-11bb92ea92,HAKKARİ,YÜKSEKOVA,HAKKARİ / YÜKSEKOVA,HAKKARI|YUKSEKOVA,exact,1.0
TR-1144f4931c,HAKKARİ,ÇUKURCA,HAKKARİ / ÇUKURCA,HAKKARI|CUKURCA,exact,1.0
TR-df71a3b0f5,HAKKARİ,ŞEMDİNLİ,HAKKARİ / ŞEMDİNLİ,HAKKARI|SEMDINLI,exact,1.0
TR-aba26f2627,HATAY,ALTINÖZÜ,HATAY / ALTINÖZÜ,HATAY|ALTINOZU,exact,1.0
TR-d102621bbd,HATAY,ANTAKYA,HATAY / ANTAKYA,HATAY|ANTAKYA,exact,1.0
TR-b628c2c4a0,HATAY,BELEN,HATAY / BELEN,HATAY|BELEN,exact,1.0
TR-c27e5ce9fb,HATAY,DÖRTYOL,HATAY / DÖRTYOL,HATAY|DORTYOL,exact,1.0
TR-6da13e5410,HATAY,ERZİN,HATAY / ERZİN,HATAY|ERZIN,exact,1.0
TR-bcdbbed4f5,HATAY,HASSA,HATAY / HASSA,HATAY|HASSA,exact,1.0
TR-24b7c65e51,HATAY,KIRIKHAN,HATAY / KIRIKHAN,HATAY|KIRIKHAN,exact,1.0
