district_id,province,district,yuzey_alani_km2,tesvik_bolgesi,kayit_sayisi
TR-a5a4da78c2,NİĞDE,ALTUNHİSAR,552,5.0,365
TR-87b533a43c,NİĞDE,BOR,1522,5.0,365
TR-d1c130a17f,NİĞDE,NİĞDE,0,5.0,365
TR-ef6c735526,NİĞDE,ULUKIŞLA,1375,5.0,365
TR-83977249f5,NİĞDE,ÇAMARDI,1163,5.0,365
TR-6bf3bab281,NİĞDE,ÇİFTLİK(ÖZYURT),0,5.0,365
TR-be6435e3c4,ORDU,AKKUŞ,697,5.0,365
TR-f75c55e5f8,ORDU,AYBASTI,250,5.0,365
TR-6e8a069583,ORDU,FATSA,363,5.0,365
TR-1bffe39db9,ORDU,GÖLKÖY,421,5.0,365
TR-51b48844bb,ORDU,GÜLYALI,62,5.0,365
TR-464d886967,ORDU,GÜRGENTEPE,185,5.0,365
TR-cb8baf25a0,ORDU,KABADÜZ(KARADÜZ),0,5.0,365
TR-a534824aab,ORDU,KABATAŞ,74,5.0,365
TR-d2ea53152f,ORDU,KORGAN,254,5.0,365
TR-0901911c09,ORDU,KUMRU,296,5.0,365
TR-617eb7ec26,ORDU,MESUDİYE,1046,5.0,365
TR-538ae5c9c7,ORDU,ORDU,0,5.0,365
TR-90e6afbe63,ORDU,PERŞEMBE,217,5.0,365
TR-399b96f0b2,ORDU,ULUBEY,295,5.0,365
TR-92e9de32d5,ORDU,ÇAMAŞ,81,5.0,365
TR-5d1be84f3a,ORDU,ÇATALPINAR,101,5.0,365
TR-bf5b1e1bb7,ORDU,ÇAYBAŞI,102,5.0,365
TR-1396d8def9,ORDU,ÜNYE,569,5.0,365
TR-24d9a2f2a3,ORDU,İKİZCE,148,5.0,365
TR-bb493da872,OSMANİYE,BAHÇE,208,5.0,365
TR-bffee7c8c1,OSMANİYE,DÜZİÇİ,595,5.0,365
TR-ebe3f0420d,OSMANİYE,HASANBEYLİ,168,5.0,365
TR-f6f727054a,OSMANİYE,KADİRLİ,1021,5.0,365
TR-25b9e7fb15,OSMANİYE,OSMANİYE,0,5.0,365
TR-9dc08152df,OSMANİYE,SUMBAS,358,5.0,365
TR-fe17bcd0c0,OSMANİYE,TOPRAKKALE,112,5.0,365
TR-ca84e7a418,RİZE,ARDEŞEN,376,4.0,365
TR-201b36c61f,RİZE,DEREPAZARI,28,4.0,365
TR-67ab41ea3a,RİZE,FINDIKLI,383,4.0,365
TR-cdea90c1f9,RİZE,GÜNEYSU,159,4.0,365
TR-e46c01697b,RİZE,HEMŞİN,134,4.0,365
TR-86ad4589f2,RİZE,KALKANDERE,107,4.0,365
TR-b4535aafe1,RİZE,PAZAR,173,4.0,365
TR-0da8ba19e6,RİZE,RİZE,0,4.0,365
TR-f8306cab0d,RİZE,ÇAMLIHEMŞİN,897,4.0,365
TR-a47431e3f1,RİZE,ÇAYELİ,442,4.0,365
TR-c9f6d3390d,RİZE,İKİZDERE,855,4.0,365
TR-01e7b4264c,RİZE,İYİDERE,28,4.0,365
TR-b071b8df95,SAKARYA,ADAPAZARI,324,2.0,365
TR-6ecc6fc74b,SAKARYA,AKYAZI,628,2.0,365
TR-4db9f9adb6,SAKARYA,ARİFİYE,75,2.0,365
TR-698a52e2e8,SAKARYA,ERENLER,136,2.0,365
TR-f4b3b282bc,SAKARYA,FERİZLİ,173,2.0,365
TR-947899331c,SAKARYA,GEYVE,662,2.0,365
TR-969799c4fa,SAKARYA,HENDEK,646,2.0,365
TR-92b9f0c6b3,SAKARYA,KARAPÜRÇEK,142,2.0,365
TR-b348934888,SAKARYA,KARASU,411,2.0,365
TR-fec668e511,SAKARYA,KAYNARCA,343,2.0,365
TR-fae0c382df,SAKARYA,KOCAALİ,254,2.0,365
TR-417b68ad73,SAKARYA,PAMUKOVA,289,2.0,365
TR-bfd5f3612a,SAKARYA,SAPANCA,173,2.0,365
TR-26848cb068,SAKARYA,SERDİVAN,130,2.0,365
TR-cdd1799352,SAKARYA,SÖĞÜTLÜ,145,2.0,365
TR-40ba654ace,SAKARYA,TARAKLI,292,2.0,365
TR-84a953cf08,SAMSUN,ALAÇAM,598,3.0,365
TR-0f2eb17e78,SAMSUN,ASARCIK,253,3.0,365
TR-2a2e45355c,SAMSUN,ATAKUM,351,3.0,365
TR-dff413f8cb,SAMSUN,AYVACIK,382,3.0,365
TR-731bb02944,SAMSUN,BAFRA,1503,3.0,365
TR-439aa196e3,SAMSUN,CANİK,264,3.0,365
TR-5dac5f248b,SAMSUN,HAVZA,865,3.0,365
TR-7e45ce7f7e,SAMSUN,KAVAK,697,3.0,365
TR-f5ba3b7577,SAMSUN,LADİK,541,3.0,365
TR-9689e18f70,SAMSUN,ONDOKUZMAYIS(BALLICA),0,3.0,365
TR-c04462d8c6,SAMSUN,SALIPAZARI,356,3.0,365
TR-6704af1be1,SAMSUN,TEKKEKÖY,326,3.0,365
TR-fd1f7f9bb4,SAMSUN,TERME,548,3.0,365
TR-7b2c9e886f,SAMSUN,VEZİRKÖPRÜ,1674,3.0,365
TR-3e9ea5c6a2,SAMSUN,YAKAKENT,204,3.0,365
TR-72a1716a9d,SAMSUN,ÇARŞAMBA,774,3.0,365
TR-436a0c3d4e,SAMSUN,İLKADIM,155,3.0,365
TR-36d25e9daa,SİNOP,AYANCIK,862,5.0,365
TR-92ccaf3364,SİNOP,BOYABAT,1512,5.0,365
TR-1b88f75126,SİNOP,DURAĞAN,995,5.0,365
TR-2f6f13448f,SİNOP,DİKMEN,411,5.0,365
TR-bdb1d116c0,SİNOP,ERFELEK,412,5.0,365
TR-0d4cfdddc2,SİNOP,GERZE,487,5.0,365
TR-2beae14df4,SİNOP,SARAYDÜZÜ,334,5.0,365
TR-f54aea5e6d,SİNOP,SİNOP,0,5.0,365
TR-bce6741b36,SİNOP,TÜRKELİ,263,5.0,365
TR-8e8b266a88,SİVAS,AKINCILAR,432,4.0,365
TR-281e224f0b,SİVAS,ALTINYAYLA,654,4.0,365
TR-2311fd27db,SİVAS,DOĞANŞAR,370,4.0,365
TR-1541351bcc,SİVAS,DİVRİĞİ,2632,4.0,365
TR-46fdd48ccd,SİVAS,GEMEREK,1131,4.0,365
TR-ee09444e14,SİVAS,GÖLOVA,286,4.0,365
TR-f5bd85fb6a,SİVAS,GÜRÜN,2632,4.0,365
TR-79c8df41d2,SİVAS,HAFİK,1765,4.0,365
TR-0553c14ace,SİVAS,KANGAL,3342,4.0,365
TR-6efb3faeb9,SİVAS,KOYULHİSAR,891,4.0,365
TR-19ab2f374d,SİVAS,SUŞEHRİ,939,4.0,365
TR-34d8f1d241,SİVAS,SİVAS,0,4.0,365
TR-fd2cc837f9,SİVAS,ULAŞ,1092,4.0,365
TR-7322f5a981,SİVAS,YILDIZELİ,2529,4.0,365
TR-f62dd5469c,SİVAS,ZARA,2616,4.0,365
TR-a03035f36a,SİVAS,İMRANLI,1292,4.0,365
TR-2b1faf3c34,SİVAS,ŞARKIŞLA,2073,4.0,365
TR-bf5bc44bac,SİİRT,AYDINLAR,0,6.0,365
TR-2ea5fc808e,SİİRT,BAYKAN,488,6.0,365
TR-b4049b2095,SİİRT,ERUH,1061,6.0,365
TR-6ebddcfc4a,SİİRT,KURTALAN,811,6.0,365
TR-5e3cd2d23f,SİİRT,PERVARİ,1651,6.0,365
TR-81d8a42539,SİİRT,SİİRT,0,6.0,365
TR-3323d5f602,SİİRT,ŞİRVAN,936,6.0,365
TR-8984cfc0cc,TEKİRDAĞ,HAYRABOLU,1009,2.0,365
TR-bbf66a532f,TEKİRDAĞ,MALKARA,1243,2.0,365
TR-622dd724fd,TEKİRDAĞ,MARMARAEREĞLİSİ,0,2.0,365
TR-a2d5cfbe93,TEKİRDAĞ,MURATLI,388,2.0,365
TR-f12db01319,TEKİRDAĞ,SARAY,620,2.0,365
TR-28a63d8ce6,TEKİRDAĞ,TEKİRDAĞ,0,2.0,365
TR-eebeddfce4,TEKİRDAĞ,ÇERKEZKÖY,86,2.0,365
TR-dd353cdd72,TEKİRDAĞ,ÇORLU,531,2.0,365
TR-38dc1f8978,TEKİRDAĞ,ŞARKÖY,487,2.0,365
TR-34b5f282ff,TOKAT,ALMUS,1033,5.0,365
TR-66ddd5a5b8,TOKAT,ARTOVA,444,5.0,365
TR-b1c468e5e6,TOKAT,BAŞÇİFTLİK,246,5.0,365
TR-97ec8cb68d,TOKAT,ERBAA,1173,5.0,365
TR-d45fca5c48,TOKAT,NİKSAR,889,5.0,365
TR-7974574407,TOKAT,PAZAR,188,5.0,365
TR-8069036493,TOKAT,REŞADİYE,1102,5.0,365
TR-fd68f07635,TOKAT,SULUSARAY,266,5.0,365
TR-5bbf379e4b,TOKAT,TOKAT,0,5.0,365
TR-1e6a425c2e,TOKAT,TURHAL,940,5.0,365
TR-d73f30505e,TOKAT,YEŞİLYURT,280,5.0,365
TR-22ecb22459,TOKAT,ZİLE,1480,5.0,365
TR-bfc51c2e42,TRABZON,AKÇAABAT,375,3.0,365
TR-d5d9f57f88,TRABZON,ARAKLI,464,3.0,365
TR-e6a5929815,TRABZON,ARSİN,157,3.0,365
TR-d5544257e0,TRABZON,BEŞİKDÜZÜ,84,3.0,365
TR-97a5717c5a,TRABZON,DERNEKPAZARI,89,3.0,365
TR-dbcca3cfcd,TRABZON,DÜZKÖY,125,3.0,365
TR-6a782e6d0c,TRABZON,HAYRAT,244,3.0,365
TR-f4f99f050f,TRABZON,KÖPRÜBAŞI,189,3.0,365
TR-9fcd38003e,TRABZON,MAÇKA,925,3.0,365
TR-a58b08d657,TRABZON,OF,258,3.0,365
TR-67531204e9,TRABZON,SÜRMENE,166,3.0,365
TR-74dcca3300,TRABZON,TONYA,176,3.0,365
TR-42a7ad68ca,TRABZON,TRABZON,0,3.0,365
TR-3b770a2bf0,TRABZON,VAKFIKEBİR,141,3.0,365
TR-d8dd7a1917,TRABZON,YOMRA,200,3.0,365
TR-d907feb814,TRABZON,ÇARŞIBAŞI,66,3.0,365
TR-3952013b73,TRABZON,ÇAYKARA,574,3.0,365
TR-08c50ef281,TRABZON,ŞALPAZARI,161,3.0,365
TR-4312895cf0,TUNCELİ,HOZAT,663,5.0,365
TR-9fe217d022,TUNCELİ,MAZGİRT,702,5.0,365
TR-0032ee6932,TUNCELİ,NAZIMİYE,543,5.0,365
TR-ef8b0385d7,TUNCELİ,OVACIK,1401,5.0,365
TR-e231b8ff8b,TUNCELİ,PERTEK,858,5.0,365
TR-6557846730,TUNCELİ,PÜLÜMÜR,1437,5.0,365
TR-13b15b8d72,TUNCELİ,TUNCELİ,0,5.0,365
TR-47c1ae0c7e,TUNCELİ,ÇEMİŞGEZEK,851,5.0,365
TR-a7eebb9f21,UŞAK,BANAZ,1114,3.0,365
TR-954f599d7a,UŞAK,EŞME,1156,3.0,365
TR-3fa72c4b26,UŞAK,KARAHALLI,330,3.0,365
TR-2fcd18b983,UŞAK,SİVASLI,473,3.0,365
TR-26b057e533,UŞAK,ULUBEY,828,3.0,365
TR-204e5d71a9,UŞAK,UŞAK,0,3.0,365
TR-e61ac0eddf,VAN,BAHÇESARAY,426,6.0,365
TR-e6af28f2da,VAN,BAŞKALE,2727,6.0,365
TR-11052365ab,VAN,EDREMİT(GÜMÜŞDERE),0,6.0,365
TR-c8adf8443e,VAN,ERCİŞ,2133,6.0,365
TR-7e5214fc0f,VAN,GEVAŞ,1544,6.0,365
TR-f82436e6c3,VAN,GÜRPINAR,4028,6.0,365
TR-e230edb65f,VAN,MURADİYE,912,6.0,365
TR-d601069c7e,VAN,SARAY,872,6.0,365
TR-1950fc5aa5,VAN,VAN,0,6.0,365
TR-f3bf6a1c3d,VAN,ÇALDIRAN,1478,6.0,365
TR-0683fbd257,VAN,ÇATAK,1952,6.0,365
TR-f56b86fae3,VAN,ÖZALP,1430,6.0,365
TR-ed74f71545,YALOVA,ALTINOVA,113,2.0,365
TR-3598e50fbb,YALOVA,ARMUTLU,166,2.0,365
TR-6bfc828b39,YALOVA,TERMAL,67,2.0,365
TR-c952706732,YALOVA,YALOVA,0,2.0,365
TR-4e4a477757,YALOVA,ÇINARCIK,178,2.0,365
TR-28ba5b490c,YALOVA,ÇİFTLİKKÖY,136,2.0,365
TR-9648ef9150,YOZGAT,AKDAĞMADENİ,1810,5.0,365
TR-638b99a478,YOZGAT,AYDINCIK,338,5.0,365
TR-77d76fd274,YOZGAT,BOĞAZLIYAN,1515,5.0,365
TR-b548e4225e,YOZGAT,KADIŞEHRİ,472,5.0,365
TR-51d3d004ef,YOZGAT,SARAYKENT,319,5.0,365
TR-3bb185fa8a,YOZGAT,SARIKAYA,1018,5.0,365
TR-4f5cdb5e34,YOZGAT,SORGUN,1768,5.0,365
TR-2b7fcb7fa2,YOZGAT,YENİFAKILI,390,5.0,365
TR-d3b04c8d5d,YOZGAT,YERKÖY,1164,5.0,365
TR-ab2e156c14,YOZGAT,YOZGAT,0,5.0,365
TR-b8e87483e7,YOZGAT,ÇANDIR,205,5.0,365
TR-bc912d084b,YOZGAT,ÇAYIRALAN,995,5.0,365
TR-e1b987250a,YOZGAT,ÇEKEREK,790,5.0,365
TR-d6cd349c93,YOZGAT,ŞEFAATLİ,882,5.0,365
TR-a2904272fe,ZONGULDAK,ALAPLI,383,3.0,365
TR-b2a1de793e,ZONGULDAK,DEVREK,953,3.0,365
TR-d5e4326440,ZONGULDAK,GÖKÇEBEY,183,3.0,365
TR-f9058ff211,ZONGULDAK,KARADENİZEREĞLİ,0,3.0,365
TR-6613254d40,ZONGULDAK,ZONGULDAK,0,3.0,365
TR-5ef114b400,ZONGULDAK,ÇAYCUMA,492,3.0,365
TR-8151ec2ca1,ÇANAKKALE,AYVACIK,880,2.0,365
TR-42f22cbcc8,ÇANAKKALE,BAYRAMİÇ,1204,2.0,365
TR-2047673951,ÇANAKKALE,BOZCAADA,37,2.0,365
TR-c29743c340,ÇANAKKALE,BİGA,1310,2.0,365
TR-04cda49234,ÇANAKKALE,ECEABAT,430,2.0,365
TR-2544ce20e3,ÇANAKKALE,EZİNE,727,2.0,365
TR-12d2184087,ÇANAKKALE,GELİBOLU,823,2.0,365
TR-a0147613f3,ÇANAKKALE,GÖKÇEADA(İMROZ),0,2.0,365
TR-3f7aa3199b,ÇANAKKALE,LAPSEKİ,0,2.0,365
TR-928fca022a,ÇANAKKALE,YENİCE,1381,2.0,365
TR-6f71af581a,ÇANAKKALE,ÇAN,905,2.0,365
TR-d5a9061277,ÇANAKKALE,ÇANAKKALE,0,2.0,365
TR-a454254408,ÇANKIRI,ATKARACALAR,234,5.0,365
TR-d21326a9ce,ÇANKIRI,BAYRAMÖREN,310,5.0,365
TR-66d7e90cfb,ÇANKIRI,ELDİVAN,350,5.0,365
TR-bb3ad7b2a2,ÇANKIRI,ILGAZ,845,5.0,365
TR-c6be759bd0,ÇANKIRI,KIZILIRMAK,514,5.0,365
TR-6307a01ea0,ÇANKIRI,KORGUN,378,5.0,365
TR-efefc1101d,ÇANKIRI,KURŞUNLU,609,5.0,365
TR-ffc659f9e7,ÇANKIRI,ORTA,706,5.0,365
TR-fdec31027f,ÇANKIRI,YAPRAKLI,741,5.0,365
TR-e280f25433,ÇANKIRI,ÇANKIRI,0,5.0,365
TR-5660d4fbc7,ÇANKIRI,ÇERKEŞ,947,5.0,365
TR-c8ecee537c,ÇANKIRI,ŞABANÖZÜ,467,5.0,365
TR-14a21f881c,ÇORUM,ALACA,1296,4.0,365
TR-d38822e5ad,ÇORUM,BAYAT,717,4.0,365
TR-993ed2b9ab,ÇORUM,BOĞAZKALE,264,4.0,365
TR-4b7919e1e1,ÇORUM,DODURGA,229,4.0,365
TR-a6230d8c75,ÇORUM,KARGI,1174,4.0,365
TR-5a58211936,ÇORUM,LAÇİN,0,4.0,365
TR-3fd582415f,ÇORUM,MECİTÖZÜ,825,4.0,365
TR-4c214302a5,ÇORUM,ORTAKÖY,300,4.0,365
TR-f9075e3b7e,ÇORUM,OSMANCIK,1273,4.0,365
TR-cb28162b04,ÇORUM,OĞUZLAR(KARAÖREN),0,4.0,365
TR-413025dee6,ÇORUM,SUNGURLU,1999,4.0,365
TR-3629831d59,ÇORUM,UĞURLUDAĞ,428,4.0,365
TR-4fb873e699,ÇORUM,ÇORUM,0,4.0,365
TR-d2012e790e,ÇORUM,İSKİLİP,1170,4.0,365
TR-374651f8e4,İSTANBUL,ADALAR,11,1.0,365
TR-693efd6f62,İSTANBUL,ARNAVUTKÖY,453,1.0,365
TR-37eb586667,İSTANBUL,ATAŞEHİR,25,1.0,365
TR-87052831a0,İSTANBUL,AVCILAR,50,1.0,365
TR-47f0cdb49c,İSTANBUL,BAHÇELİEVLER,17,1.0,365
TR-e725275c62,İSTANBUL,BAKIRKÖY,29,1.0,365
TR-5ae247610f,İSTANBUL,BAYRAMPAŞA,9,1.0,365
TR-06fb3db9b7,İSTANBUL,BAĞCILAR,23,1.0,365
TR-63139a7dda,İSTANBUL,BAŞAKŞEHİR,107,1.0,365
TR-9909dafc55,İSTANBUL,BEYKOZ,310,1.0,365
TR-dd296f27a0,İSTANBUL,BEYLİKDÜZÜ,39,1.0,365
TR-a74029e832,İSTANBUL,BEYOĞLU,9,1.0,365
TR-f9c84a968d,İSTANBUL,BEŞİKTAŞ,18,1.0,365
TR-a337eeeba2,İSTANBUL,BÜYÜKÇEKMECE,173,1.0,365
TR-2541b754ed,İSTANBUL,ESENLER,19,1.0,365
TR-b06eb89071,İSTANBUL,ESENYURT,43,1.0,365
TR-e8d1d7f59e,İSTANBUL,EYÜP,228,1.0,365
TR-fcf8fbb9f4,İSTANBUL,FATİH,15,1.0,365
TR-427112846f,İSTANBUL,GAZİOSMANPAŞA,12,1.0,365
TR-884410c8ac,İSTANBUL,GÜNGÖREN,7,1.0,365
TR-2fb62af337,İSTANBUL,KADIKÖY,25,1.0,365
TR-14db037dbe,İSTANBUL,KARTAL,38,1.0,365
TR-71d1ab1d1b,İSTANBUL,KAĞITHANE,0,1.0,365
TR-bacebe5b22,İSTANBUL,KÜÇÜKÇEKMECE,44,1.0,365
TR-d92618ef00,İSTANBUL,MALTEPE,53,1.0,365
TR-410baa4db8,İSTANBUL,PENDİK,190,1.0,365
TR-2e8a3cd03f,İSTANBUL,SANCAKTEPE,63,1.0,365
TR-daef4f8f81,İSTANBUL,SARIYER,177,1.0,365
TR-7a8dad3195,İSTANBUL,SULTANBEYLİ,29,1.0,365
TR-38a4c0a26c,İSTANBUL,SULTANGAZİ,37,1.0,365
TR-956bc3e9a0,İSTANBUL,SİLİVRİ,858,1.0,365
TR-001bc55484,İSTANBUL,TUZLA,138,1.0,365
TR-5b6becc0f7,İSTANBUL,ZEYTİNBURNU,12,1.0,365
TR-a4ba68641c,İSTANBUL,ÇATALCA,1142,1.0,365
TR-d7ed8c6c39,İSTANBUL,ÇEKMEKÖY,152,1.0,365
TR-1a23b3fc6c,İSTANBUL,ÜMRANİYE,46,1.0,365
TR-55583f2fae,İSTANBUL,ÜSKÜDAR,35,1.0,365
TR-88aaeae982,İSTANBUL,ŞİLE,800,1.0,365
TR-6a8b08bf3e,İSTANBUL,ŞİŞLİ,10,1.0,365
TR-94c1c39830,İZMİR,ALİAĞA,379,1.0,365
TR-f12191b14a,İZMİR,BALÇOVA,16,1.0,365
TR-78730c511e,İZMİR,BAYINDIR,548,1.0,365
TR-e37f55d6a3,İZMİR,BAYRAKLI,30,1.0,365
TR-661e3d941f,İZMİR,BERGAMA,1544,1.0,365
TR-79fac7e690,İZMİR,BEYDAĞ,172,1.0,365
TR-dba5b9616f,İZMİR,BORNOVA,220,1.0,365
TR-19436be769,İZMİR,BUCA,178,1.0,365
TR-6b756f58d2,İZMİR,DİKİLİ,534,1.0,365
TR-db569c3b22,İZMİR,FOÇA,251,1.0,365
TR-5fe8828483,İZMİR,GAZİEMİR,70,1.0,365
TR-f73019071f,İZMİR,GÜZELBAHÇE,77,1.0,365
TR-1538e0abd3,İZMİR,KARABAĞLAR,89,1.0,365
TR-d789521942,İZMİR,KARABURUN,421,1.0,365
TR-660984e7f9,İZMİR,KARŞIYAKA,51,1.0,365
TR-80a5874bae,İZMİR,KEMALPAŞA,681,1.0,365
TR-601dc9b8ae,İZMİR,KINIK,479,1.0,365
TR-eb5ab17e08,İZMİR,KONAK,24,1.0,365
TR-e2a6e20d4b,İZMİR,KİRAZ,573,1.0,365
TR-76c1bb8581,İZMİR,MENDERES(CUMAOVASI),0,1.0,365
TR-76db60dd09,İZMİR,MENEMEN,573,1.0,365
TR-a93ad31e39,İZMİR,NARLIDERE,50,1.0,365
TR-36e995c75c,İZMİR,SEFERİHİSAR,375,1.0,365
TR-9da7ac167b,İZMİR,SELÇUK,317,1.0,365
TR-ca01948b82,İZMİR,TORBALI,577,1.0,365
TR-c6217b8cd8,İZMİR,TİRE,716,1.0,365
TR-fd5df85f48,İZMİR,URLA,727,1.0,365
TR-0e5cf10009,İZMİR,ÇEŞME,285,1.0,365
TR-f50a43ff6b,İZMİR,ÇİĞLİ,139,1.0,365
TR-a57c22b9fe,İZMİR,ÖDEMİŞ,1019,1.0,365
TR-f17198f772,ŞANLIURFA,AKÇAKALE,1038,6.0,365
TR-3ec459f989,ŞANLIURFA,BOZOVA,1329,6.0,365
TR-3de5e2bff4,ŞANLIURFA,BİRECİK,912,6.0,365
TR-68fc693cf8,ŞANLIURFA,CEYLANPINAR,1589,6.0,365
TR-9ba80dfa08,ŞANLIURFA,HALFETİ,609,6.0,365
TR-d3c7833e65,ŞANLIURFA,HARRAN,904,6.0,365
TR-0fca505235,ŞANLIURFA,HİLVAN,1111,6.0,365
TR-d5ee265291,ŞANLIURFA,SURUÇ,744,6.0,365
TR-278405a31f,ŞANLIURFA,SİVEREK,3936,6.0,365
TR-3ac43b80ce,ŞANLIURFA,VİRANŞEHİR,2297,6.0,365
TR-8bb11dc679,ŞANLIURFA,ŞANLIURFA,0,6.0,365
TR-a11d06c1cb,ŞIRNAK,BEYTÜŞŞEBAP,1647,6.0,365
TR-73a92cdaaa,ŞIRNAK,CİZRE,444,6.0,365
TR-f5677966c2,ŞIRNAK,GÜÇLÜKONAK,466,6.0,365
TR-e57ef74081,ŞIRNAK,SİLOPİ,831,6.0,365
TR-3b07fd3b63,ŞIRNAK,ULUDERE,841,6.0,365
TR-9a56128712,ŞIRNAK,İDİL,1148,6.0,365
TR-76a11dfefc,ŞIRNAK,ŞIRNAK,0,6.0,365
