il,ilce,yuzey_sinifi
KAHRAMANMARAŞ,AFŞİN,Şehir_Yerleşimi
KAHRAMANMARAŞ,ANDIRIN,Şehir_Yerleşimi
KAHRAMANMARAŞ,ÇAĞLIYANCERİT,Şehir_Yerleşimi
KAHRAMANMARAŞ,EKİNÖZÜ,Şehir_Yerleşimi
KAHRAMANMARAŞ,ELBİSTAN,Şehir_Yerleşimi
KAHRAMANMARAŞ,GÖKSUN,Şehir_Yerleşimi
KAHRAMANMARAŞ,KAHRAMANMARAŞ,Şehir_Yerleşimi
KAHRAMANMARAŞ,NURHAK,Tarım_Arazisi
KAHRAMANMARAŞ,PAZARCIK,Şehir_Yerleşimi
KAHRAMANMARAŞ,TÜRKOĞLU,Şehir_Yerleşimi
MARDİN,DARGEÇİT,Şehir_Yerleşimi
MARDİN,DERİK,Şehir_Yerleşimi
MARDİN,KIZILTEPE,Şehir_Yerleşimi
MARDİN,MARDİN,Şehir_Yerleşimi
MARDİN,MAZIDAĞI,Orman_ve_Doğa
MARDİN,MİDYAT(ESTEL),Şehir_Yerleşimi
MARDİN,NUSAYBİN,Şehir_Yerleşimi
MARDİN,ÖMERLİ,Şehir_Yerleşimi
MARDİN,SAVUR,Tarım_Arazisi
MARDİN,YEŞİLLİ,Tarım_Arazisi
MUĞLA,BODRUM,Şehir_Yerleşimi
MUĞLA,DALAMAN,Tarım_Arazisi
MUĞLA,DATÇA,Şehir_Yerleşimi
MUĞLA,FETHİYE,Şehir_Yerleşimi
MUĞLA,KAVAKLIDERE,Şehir_Yerleşimi
MUĞLA,KÖYCEĞİZ,Şehir_Yerleşimi
MUĞLA,MARMARİS,Şehir_Yerleşimi
MUĞLA,MİLAS,Şehir_Yerleşimi
MUĞLA,MUĞLA,Şehir_Yerleşimi
MUĞLA,ORTACA,Şehir_Yerleşimi
MUĞLA,ULA,Şehir_Yerleşimi
MUĞLA,YATAĞAN,Şehir_Yerleşimi
MUŞ,BULANIK,Şehir_Yerleşimi
MUŞ,HASKÖY,Tarım_Arazisi
MUŞ,KORKUT,Tarım_Arazisi
MUŞ,MALAZGİRT,Şehir_Yerleşimi
MUŞ,MUŞ,Şehir_Yerleşimi
MUŞ,VARTO,Şehir_Yerleşimi
NEVŞEHİR,ACIGÖL,Şehir_Yerleşimi
NEVŞEHİR,AVANOS,Şehir_Yerleşimi
NEVŞEHİR,DERİNKUYU,Şehir_Yerleşimi
NEVŞEHİR,GÜLŞEHİR,Şehir_Yerleşimi
NEVŞEHİR,HACIBEKTAŞ,Tarım_Arazisi
NEVŞEHİR,KOZAKLI,Şehir_Yerleşimi
NEVŞEHİR,NEVŞEHİR,Şehir_Yerleşimi
NEVŞEHİR,ÜRGÜP,Tarım_Arazisi
NİĞDE,ALTUNHİSAR,Şehir_Yerleşimi
NİĞDE,BOR,Tarım_Arazisi
NİĞDE,ÇAMARDI,Tarım_Arazisi
NİĞDE,ÇİFTLİK(ÖZYURT),Tarım_Arazisi
NİĞDE,NİĞDE,Şehir_Yerleşimi
NİĞDE,ULUKIŞLA,Şehir_Yerleşimi
ORDU,AKKUŞ,Şehir_Yerleşimi
ORDU,AYBASTI,Tarım_Arazisi
ORDU,ÇAMAŞ,Tarım_Arazisi
ORDU,ÇATALPINAR,Tarım_Arazisi
ORDU,ÇAYBAŞI,Tarım_Arazisi
ORDU,FATSA,Şehir_Yerleşimi
ORDU,GÖLKÖY,Şehir_Yerleşimi
ORDU,GÜLYALI,Tarım_Arazisi
ORDU,GÜRGENTEPE,Şehir_Yerleşimi
ORDU,İKİZCE,Tarım_Arazisi
ORDU,KABADÜZ(KARADÜZ),Şehir_Yerleşimi
ORDU,KABATAŞ,Şehir_Yerleşimi
ORDU,KORGAN,Şehir_Yerleşimi
ORDU,KUMRU,Şehir_Yerleşimi
ORDU,MESUDİYE,Tarım_Arazisi
ORDU,ORDU,Şehir_Yerleşimi
ORDU,PERŞEMBE,Şehir_Yerleşimi
ORDU,ULUBEY,Şehir_Yerleşimi
ORDU,ÜNYE,Şehir_Yerleşimi
RİZE,ARDEŞEN,Şehir_Yerleşimi
RİZE,ÇAMLIHEMŞİN,Su_Yüzeyi
RİZE,ÇAYELİ,Tarım_Arazisi
RİZE,DEREPAZARI,Şehir_Yerleşimi
RİZE,FINDIKLI,Tarım_Arazisi
RİZE,GÜNEYSU,Tarım_Arazisi
RİZE,HEMŞİN,Orman_ve_Doğa
RİZE,İKİZDERE,Tarım_Arazisi
RİZE,İYİDERE,Tarım_Arazisi
RİZE,KALKANDERE,Tarım_Arazisi
RİZE,PAZAR,Su_Yüzeyi
RİZE,RİZE,Şehir_Yerleşimi
SAKARYA,ADAPAZARI,Şehir_Yerleşimi
SAKARYA,AKYAZI,Şehir_Yerleşimi
SAKARYA,ARİFİYE,Şehir_Yerleşimi
SAKARYA,ERENLER,Şehir_Yerleşimi
SAKARYA,FERİZLİ,Şehir_Yerleşimi
SAKARYA,GEYVE,Şehir_Yerleşimi
SAKARYA,HENDEK,Tarım_Arazisi
SAKARYA,KARAPÜRÇEK,Şehir_Yerleşimi
SAKARYA,KARASU,Şehir_Yerleşimi
SAKARYA,KAYNARCA,Şehir_Yerleşimi
SAKARYA,KOCAALİ,Şehir_Yerleşimi
SAKARYA,PAMUKOVA,Şehir_Yerleşimi
SAKARYA,SAPANCA,Şehir_Yerleşimi
SAKARYA,SERDİVAN,Şehir_Yerleşimi
SAKARYA,SÖĞÜTLÜ,Tarım_Arazisi
SAKARYA,TARAKLI,Şehir_Yerleşimi
SAMSUN,ALAÇAM,Şehir_Yerleşimi
SAMSUN,ASARCIK,Tarım_Arazisi
SAMSUN,ATAKUM,Şehir_Yerleşimi
SAMSUN,AYVACIK,Tarım_Arazisi
SAMSUN,BAFRA,Şehir_Yerleşimi
SAMSUN,CANİK,Şehir_Yerleşimi
SAMSUN,ÇARŞAMBA,Şehir_Yerleşimi
SAMSUN,HAVZA,Şehir_Yerleşimi
SAMSUN,İLKADIM,Şehir_Yerleşimi
SAMSUN,KAVAK,Tarım_Arazisi
SAMSUN,LADİK,Şehir_Yerleşimi
SAMSUN,ONDOKUZMAYIS(BALLICA),Tarım_Arazisi
SAMSUN,SALIPAZARI,Şehir_Yerleşimi
SAMSUN,TEKKEKÖY,Şehir_Yerleşimi
SAMSUN,TERME,Şehir_Yerleşimi
SAMSUN,VEZİRKÖPRÜ,Şehir_Yerleşimi
SAMSUN,YAKAKENT,Şehir_Yerleşimi
SİİRT,AYDINLAR,Şehir_Yerleşimi
SİİRT,BAYKAN,Şehir_Yerleşimi
SİİRT,ERUH,Şehir_Yerleşimi
SİİRT,KURTALAN,Şehir_Yerleşimi
SİİRT,PERVARİ,Tarım_Arazisi
SİİRT,SİİRT,Tarım_Arazisi
SİİRT,ŞİRVAN,Şehir_Yerleşimi
SİNOP,AYANCIK,Orman_ve_Doğa
SİNOP,BOYABAT,Şehir_Yerleşimi
SİNOP,DİKMEN,Tarım_Arazisi
SİNOP,DURAĞAN,Şehir_Yerleşimi
SİNOP,ERFELEK,Tarım_Arazisi
SİNOP,GERZE,Tarım_Arazisi
SİNOP,SARAYDÜZÜ,Şehir_Yerleşimi
SİNOP,SİNOP,Şehir_Yerleşimi
SİNOP,TÜRKELİ,Şehir_Yerleşimi
SİVAS,AKINCILAR,Şehir_Yerleşimi
SİVAS,ALTINYAYLA,Şehir_Yerleşimi
SİVAS,DİVRİĞİ,Orman_ve_Doğa
SİVAS,DOĞANŞAR,Tarım_Arazisi
SİVAS,GEMEREK,Şehir_Yerleşimi
SİVAS,GÖLOVA,Şehir_Yerleşimi
SİVAS,GÜRÜN,Şehir_Yerleşimi
SİVAS,HAFİK,Tarım_Arazisi
SİVAS,İMRANLI,Şehir_Yerleşimi
SİVAS,KANGAL,Tarım_Arazisi
SİVAS,KOYULHİSAR,Şehir_Yerleşimi
SİVAS,SİVAS,Şehir_Yerleşimi
SİVAS,SUŞEHRİ,Tarım_Arazisi
SİVAS,ŞARKIŞLA,Şehir_Yerleşimi
SİVAS,ULAŞ,Tarım_Arazisi
SİVAS,YILDIZELİ,Şehir_Yerleşimi
SİVAS,ZARA,Şehir_Yerleşimi
TEKİRDAĞ,ÇERKEZKÖY,Şehir_Yerleşimi
TEKİRDAĞ,ÇORLU,Şehir_Yerleşimi
TEKİRDAĞ,HAYRABOLU,Şehir_Yerleşimi
TEKİRDAĞ,MALKARA,Şehir_Yerleşimi
TEKİRDAĞ,MARMARAEREĞLİSİ,Şehir_Yerleşimi
TEKİRDAĞ,MURATLI,Şehir_Yerleşimi
TEKİRDAĞ,SARAY,Şehir_Yerleşimi
TEKİRDAĞ,ŞARKÖY,Şehir_Yerleşimi
TEKİRDAĞ,TEKİRDAĞ,Şehir_Yerleşimi
TOKAT,ALMUS,Şehir_Yerleşimi
TOKAT,ARTOVA,Tarım_Arazisi
TOKAT,BAŞÇİFTLİK,Tarım_Arazisi
TOKAT,ERBAA,Şehir_Yerleşimi
TOKAT,NİKSAR,Şehir_Yerleşimi
TOKAT,PAZAR,Şehir_Yerleşimi
TOKAT,REŞADİYE,Şehir_Yerleşimi
TOKAT,SULUSARAY,Şehir_Yerleşimi
TOKAT,TOKAT,Şehir_Yerleşimi
TOKAT,TURHAL,Şehir_Yerleşimi
TOKAT,YEŞİLYURT,Tarım_Arazisi
TOKAT,ZİLE,Şehir_Yerleşimi
TRABZON,AKÇAABAT,Şehir_Yerleşimi
TRABZON,ARAKLI,Şehir_Yerleşimi
TRABZON,ARSİN,Tarım_Arazisi
TRABZON,BEŞİKDÜZÜ,Tarım_Arazisi
TRABZON,ÇARŞIBAŞI,Şehir_Yerleşimi
TRABZON,ÇAYKARA,Orman_ve_Doğa
TRABZON,DERNEKPAZARI,Tarım_Arazisi
TRABZON,DÜZKÖY,Tarım_Arazisi
TRABZON,HAYRAT,Şehir_Yerleşimi
TRABZON,KÖPRÜBAŞI,Tarım_Arazisi
TRABZON,MAÇKA,Tarım_Arazisi
TRABZON,OF,Şehir_Yerleşimi
TRABZON,SÜRMENE,Şehir_Yerleşimi
TRABZON,ŞALPAZARI,Tarım_Arazisi
TRABZON,TONYA,Şehir_Yerleşimi
TRABZON,TRABZON,Şehir_Yerleşimi
TRABZON,VAKFIKEBİR,Şehir_Yerleşimi
TRABZON,YOMRA,Şehir_Yerleşimi
TUNCELİ,ÇEMİŞGEZEK,Tarım_Arazisi
TUNCELİ,HOZAT,Şehir_Yerleşimi
TUNCELİ,MAZGİRT,Şehir_Yerleşimi
TUNCELİ,NAZIMİYE,Şehir_Yerleşimi
TUNCELİ,OVACIK,Tarım_Arazisi
TUNCELİ,PERTEK,Şehir_Yerleşimi
TUNCELİ,PÜLÜMÜR,Tarım_Arazisi
TUNCELİ,TUNCELİ,Şehir_Yerleşimi
ŞANLIURFA,AKÇAKALE,Şehir_Yerleşimi
ŞANLIURFA,BİRECİK,Şehir_Yerleşimi
ŞANLIURFA,BOZOVA,Şehir_Yerleşimi
ŞANLIURFA,CEYLANPINAR,Şehir_Yerleşimi
ŞANLIURFA,HALFETİ,Orman_ve_Doğa
ŞANLIURFA,HARRAN,Şehir_Yerleşimi
ŞANLIURFA,HİLVAN,Şehir_Yerleşimi
ŞANLIURFA,SİVEREK,Şehir_Yerleşimi
ŞANLIURFA,SURUÇ,Şehir_Yerleşimi
ŞANLIURFA,ŞANLIURFA,Şehir_Yerleşimi
ŞANLIURFA,VİRANŞEHİR,Şehir_Yerleşimi
UŞAK,BANAZ,Şehir_Yerleşimi
UŞAK,EŞME,Şehir_Yerleşimi
UŞAK,KARAHALLI,Tarım_Arazisi
UŞAK,SİVASLI,Şehir_Yerleşimi
UŞAK,ULUBEY,Şehir_Yerleşimi
UŞAK,UŞAK,Şehir_Yerleşimi
VAN,BAHÇESARAY,Tarım_Arazisi
VAN,BAŞKALE,Şehir_Yerleşimi
VAN,ÇALDIRAN,Şehir_Yerleşimi
VAN,ÇATAK,Tarım_Arazisi
VAN,EDREMİT(GÜMÜŞDERE),Şehir_Yerleşimi
VAN,ERCİŞ,Şehir_Yerleşimi
VAN,GEVAŞ,Şehir_Yerleşimi
VAN,GÜRPINAR,Tarım_Arazisi
VAN,MURADİYE,Şehir_Yerleşimi
VAN,ÖZALP,Şehir_Yerleşimi
VAN,SARAY,Şehir_Yerleşimi
VAN,VAN,Şehir_Yerleşimi
YOZGAT,AKDAĞMADENİ,Şehir_Yerleşimi
YOZGAT,AYDINCIK,Şehir_Yerleşimi
YOZGAT,BOĞAZLIYAN,Şehir_Yerleşimi
YOZGAT,ÇANDIR,Şehir_Yerleşimi
YOZGAT,ÇAYIRALAN,Şehir_Yerleşimi
YOZGAT,ÇEKEREK,Şehir_Yerleşimi
YOZGAT,KADIŞEHRİ,Şehir_Yerleşimi
YOZGAT,SARAYKENT,Şehir_Yerleşimi
YOZGAT,SARIKAYA,Şehir_Yerleşimi
YOZGAT,SORGUN,Şehir_Yerleşimi
YOZGAT,ŞEFAATLİ,Şehir_Yerleşimi
YOZGAT,YENİFAKILI,Şehir_Yerleşimi
YOZGAT,YERKÖY,Şehir_Yerleşimi
YOZGAT,YOZGAT,Şehir_Yerleşimi
ZONGULDAK,ALAPLI,Şehir_Yerleşimi
ZONGULDAK,ÇAYCUMA,Tarım_Arazisi
ZONGULDAK,DEVREK,Su_Yüzeyi
ZONGULDAK,GÖKÇEBEY,Şehir_Yerleşimi
ZONGULDAK,KARADENİZEREĞLİ,Şehir_Yerleşimi
ZONGULDAK,ZONGULDAK,Şehir_Yerleşimi
AKSARAY,AĞAÇÖREN,Şehir_Yerleşimi
AKSARAY,AKSARAY,Şehir_Yerleşimi
AKSARAY,ESKİL,Şehir_Yerleşimi
AKSARAY,GÜLAĞAÇ,Şehir_Yerleşimi
AKSARAY,GÜZELYURT,Tarım_Arazisi
AKSARAY,ORTAKÖY,Şehir_Yerleşimi
AKSARAY,SARIYAHŞİ,Şehir_Yerleşimi
BAYBURT,AYDINTEPE,Şehir_Yerleşimi
BAYBURT,BAYBURT,Şehir_Yerleşimi
BAYBURT,DEMİRÖZÜ,Şehir_Yerleşimi
KARAMAN,AYRANCI,Şehir_Yerleşimi
KARAMAN,BAŞYAYLA,Tarım_Arazisi
KARAMAN,ERMENEK,Şehir_Yerleşimi
KARAMAN,KARAMAN,Şehir_Yerleşimi
KARAMAN,KAZIMKARABEKİR,Şehir_Yerleşimi
KARAMAN,SARIVELİLER,Tarım_Arazisi
KIRIKKALE,BAHŞİLİ,Tarım_Arazisi
KIRIKKALE,BALIŞEYH,Tarım_Arazisi
KIRIKKALE,ÇELEBİ,Şehir_Yerleşimi
KIRIKKALE,DELİCE,Tarım_Arazisi
KIRIKKALE,KARAKEÇİLİ,Şehir_Yerleşimi
KIRIKKALE,KESKİN,Şehir_Yerleşimi
KIRIKKALE,KIRIKKALE,Şehir_Yerleşimi
KIRIKKALE,SULAKYURT,Şehir_Yerleşimi
KIRIKKALE,YAHŞİHAN,Şehir_Yerleşimi
BATMAN,BATMAN,Şehir_Yerleşimi
BATMAN,BEŞİRİ,Şehir_Yerleşimi
BATMAN,GERCÜŞ,Şehir_Yerleşimi
BATMAN,HASANKEYF,Şehir_Yerleşimi
BATMAN,KOZLUK,Şehir_Yerleşimi
BATMAN,SASON,Şehir_Yerleşimi
ŞIRNAK,BEYTÜŞŞEBAP,Şehir_Yerleşimi
ŞIRNAK,CİZRE,Şehir_Yerleşimi
ŞIRNAK,GÜÇLÜKONAK,Şehir_Yerleşimi
ŞIRNAK,İDİL,Şehir_Yerleşimi
ŞIRNAK,SİLOPİ,Şehir_Yerleşimi
ŞIRNAK,ŞIRNAK,Şehir_Yerleşimi
ŞIRNAK,ULUDERE,Orman_ve_Doğa
BARTIN,AMASRA,Şehir_Yerleşimi
BARTIN,BARTIN,Şehir_Yerleşimi
BARTIN,KURUCAŞİLE,Tarım_Arazisi
BARTIN,ULUS,Orman_ve_Doğa
ARDAHAN,ARDAHAN,Şehir_Yerleşimi
ARDAHAN,ÇILDIR,Orman_ve_Doğa
ARDAHAN,DAMAL,Şehir_Yerleşimi
ARDAHAN,GÖLE,Şehir_Yerleşimi
ARDAHAN,HANAK,Şehir_Yerleşimi
ARDAHAN,POSOF,Şehir_Yerleşimi
IĞDIR,ARALIK,Şehir_Yerleşimi
IĞDIR,IĞDIR,Şehir_Yerleşimi
IĞDIR,KARAKOYUNLU,Şehir_Yerleşimi
IĞDIR,TUZLUCA,Tarım_Arazisi
YALOVA,ALTINOVA,Şehir_Yerleşimi
YALOVA,ARMUTLU,Şehir_Yerleşimi
YALOVA,ÇINARCIK,Orman_ve_Doğa
YALOVA,ÇİFTLİKKÖY,Şehir_Yerleşimi
YALOVA,TERMAL,Şehir_Yerleşimi
YALOVA,YALOVA,Şehir_Yerleşimi
KARABÜK,EFLANİ,Şehir_Yerleşimi
KARABÜK,ESKİPAZAR,Şehir_Yerleşimi
KARABÜK,KARABÜK,Tarım_Arazisi
KARABÜK,OVACIK,Şehir_Yerleşimi
KARABÜK,SAFRANBOLU,Tarım_Arazisi
KARABÜK,YENİCE,Şehir_Yerleşimi
KİLİS,ELBEYLİ,Şehir_Yerleşimi
KİLİS,KİLİS,Şehir_Yerleşimi
KİLİS,MUSABEYLİ,Şehir_Yerleşimi
KİLİS,POLATELİ,Şehir_Yerleşimi
OSMANİYE,BAHÇE,Şehir_Yerleşimi
OSMANİYE,DÜZİÇİ,Şehir_Yerleşimi
OSMANİYE,HASANBEYLİ,Tarım_Arazisi
OSMANİYE,KADİRLİ,Şehir_Yerleşimi
OSMANİYE,OSMANİYE,Şehir_Yerleşimi
OSMANİYE,SUMBAS,Tarım_Arazisi
OSMANİYE,TOPRAKKALE,Şehir_Yerleşimi
DÜZCE,AKÇAKOCA,Şehir_Yerleşimi
DÜZCE,CUMAYERİ,Şehir_Yerleşimi
DÜZCE,ÇİLİMLİ,Şehir_Yerleşimi
DÜZCE,DÜZCE,Şehir_Yerleşimi
DÜZCE,GÖLYAKA,Şehir_Yerleşimi
DÜZCE,GÜMÜŞOVA,Tarım_Arazisi
DÜZCE,KAYNAŞLI,Şehir_Yerleşimi
DÜZCE,YIĞILCA,Tarım_Arazisi
